in s,C1 in V
1.2783081E+01,5.27223E-01
1.2783448E+01,5.23316E-01
1.2783816E+01,5.20387E-01
1.2784183E+01,5.21363E-01
1.2784551E+01,5.21363E-01
1.2784918E+01,5.23316E-01
1.2785286E+01,5.27223E-01
1.2785653E+01,5.25270E-01
1.2786021E+01,5.21363E-01
1.2786388E+01,5.23316E-01
1.2786756E+01,5.20387E-01
1.2787123E+01,5.22340E-01
1.2787491E+01,5.21363E-01
1.2787858E+01,5.20387E-01
1.2788226E+01,5.27223E-01
1.2788593E+01,5.29176E-01
1.2788961E+01,5.29176E-01
1.2789328E+01,5.28199E-01
1.2789696E+01,5.21363E-01
1.2790064E+01,5.23316E-01
1.2790431E+01,5.25270E-01
1.2790799E+01,5.24293E-01
1.2791166E+01,5.21363E-01
1.2791534E+01,5.29176E-01
1.2791901E+01,5.28199E-01
1.2792269E+01,5.31129E-01
1.2792636E+01,5.28199E-01
1.2793004E+01,5.22340E-01
1.2793371E+01,5.20387E-01
1.2793739E+01,5.21363E-01
1.2794106E+01,5.21363E-01
1.2794474E+01,5.25270E-01
1.2794841E+01,5.25270E-01
1.2795209E+01,5.23316E-01
1.2795576E+01,5.19410E-01
1.2795944E+01,5.22340E-01
1.2796311E+01,5.21363E-01
1.2796679E+01,5.23316E-01
1.2797046E+01,5.20387E-01
1.2797414E+01,5.21363E-01
1.2797781E+01,5.26246E-01
1.2798149E+01,5.27223E-01
1.2798516E+01,5.29176E-01
1.2798884E+01,5.23316E-01
1.2799252E+01,5.26246E-01
1.2799619E+01,5.22340E-01
1.2799987E+01,5.27223E-01
1.2800354E+01,5.28199E-01
1.2800722E+01,5.25270E-01
1.2801089E+01,5.25270E-01
1.2801457E+01,5.27223E-01
1.2801824E+01,5.26246E-01
1.2802192E+01,5.28199E-01
1.2802559E+01,5.22340E-01
1.2802927E+01,5.17457E-01
1.2803294E+01,5.16480E-01
1.2803662E+01,5.22340E-01
1.2804029E+01,5.27223E-01
1.2804397E+01,5.22340E-01
1.2804764E+01,5.22340E-01
1.2805132E+01,5.24293E-01
1.2805499E+01,5.23316E-01
1.2805867E+01,5.24293E-01
1.2806234E+01,5.20387E-01
1.2806602E+01,5.18434E-01
1.2806969E+01,5.21363E-01
1.2807337E+01,5.25270E-01
1.2807704E+01,5.31129E-01
1.2808072E+01,5.27223E-01
1.2808440E+01,5.24293E-01
1.2808807E+01,5.24293E-01
1.2809175E+01,5.23316E-01
1.2809542E+01,5.28199E-01
1.2809910E+01,5.26246E-01
1.2810277E+01,5.28199E-01
1.2810645E+01,5.25270E-01
1.2811012E+01,5.28199E-01
1.2811380E+01,5.30152E-01
1.2811747E+01,5.26246E-01
1.2812115E+01,5.24293E-01
1.2812482E+01,5.21363E-01
1.2812850E+01,5.16480E-01
1.2813217E+01,5.21363E-01
1.2813585E+01,5.25270E-01
1.2813952E+01,5.22340E-01
1.2814320E+01,5.24293E-01
1.2814687E+01,5.23316E-01
1.2815055E+01,5.26246E-01
1.2815422E+01,5.23316E-01
1.2815790E+01,5.21363E-01
1.2816157E+01,5.21363E-01
1.2816525E+01,5.21363E-01
1.2816892E+01,5.28199E-01
1.2817260E+01,5.30152E-01
1.2817628E+01,5.28199E-01
1.2817995E+01,5.25270E-01
1.2818363E+01,5.23316E-01
1.2818730E+01,5.25270E-01
1.2819098E+01,5.28199E-01
1.2819465E+01,5.23316E-01
1.2819833E+01,5.26246E-01
1.2820200E+01,5.24293E-01
1.2820568E+01,5.26246E-01
1.2820935E+01,5.29176E-01
1.2821303E+01,5.24293E-01
1.2821670E+01,5.20387E-01
1.2822038E+01,5.16480E-01
1.2822405E+01,5.15504E-01
1.2822773E+01,5.21363E-01
1.2823140E+01,5.25270E-01
1.2823508E+01,5.24293E-01
1.2823875E+01,5.21363E-01
1.2824243E+01,5.23316E-01
1.2824610E+01,5.25270E-01
1.2824978E+01,5.19410E-01
1.2825345E+01,5.21363E-01
1.2825713E+01,5.22340E-01
1.2826080E+01,5.22340E-01
1.2826448E+01,5.24293E-01
1.2826816E+01,5.29176E-01
1.2827183E+01,5.27223E-01
1.2827551E+01,5.26246E-01
1.2827918E+01,5.22340E-01
1.2828286E+01,5.25270E-01
1.2828653E+01,5.29176E-01
1.2829021E+01,5.28199E-01
1.2829388E+01,5.25270E-01
1.2829756E+01,5.24293E-01
1.2830123E+01,5.26246E-01
1.2830491E+01,5.30152E-01
1.2830858E+01,5.29176E-01
1.2831226E+01,5.21363E-01
1.2831593E+01,5.18434E-01
1.2831961E+01,5.20387E-01
1.2832328E+01,5.22340E-01
1.2832696E+01,5.23316E-01
1.2833063E+01,5.24293E-01
1.2833431E+01,5.22340E-01
1.2833798E+01,5.22340E-01
1.2834166E+01,5.23316E-01
1.2834533E+01,5.20387E-01
1.2834901E+01,5.21363E-01
1.2835268E+01,5.20387E-01
1.2835636E+01,5.21363E-01
1.2836004E+01,5.27223E-01
1.2836371E+01,5.34059E-01
1.2836739E+01,5.28199E-01
1.2837106E+01,5.24293E-01
1.2837474E+01,5.27223E-01
1.2837841E+01,5.23316E-01
1.2838209E+01,5.25270E-01
1.2838576E+01,5.26246E-01
1.2838944E+01,5.28199E-01
1.2839311E+01,5.23316E-01
1.2839679E+01,5.28199E-01
1.2840046E+01,5.29176E-01
1.2840414E+01,5.23316E-01
1.2840781E+01,5.21363E-01
1.2841149E+01,5.20387E-01
1.2841516E+01,5.19410E-01
1.2841884E+01,5.25270E-01
1.2842251E+01,5.20387E-01
1.2842619E+01,5.22340E-01
1.2842986E+01,5.21363E-01
1.2843354E+01,5.23316E-01
1.2843721E+01,5.23316E-01
1.2844089E+01,5.21363E-01
1.2844456E+01,5.23316E-01
1.2844824E+01,5.23316E-01
1.2845192E+01,5.28199E-01
1.2845559E+01,5.27223E-01
1.2845927E+01,5.30152E-01
1.2846294E+01,5.26246E-01
1.2846662E+01,5.25270E-01
1.2847029E+01,5.23316E-01
1.2847397E+01,5.25270E-01
1.2847764E+01,5.25270E-01
1.2848132E+01,5.27223E-01
1.2848499E+01,5.24293E-01
1.2848867E+01,5.24293E-01
1.2849234E+01,5.28199E-01
1.2849602E+01,5.28199E-01
1.2849969E+01,5.25270E-01
1.2850337E+01,5.19410E-01
1.2850704E+01,5.20387E-01
1.2851072E+01,5.22340E-01
1.2851439E+01,5.22340E-01
1.2851807E+01,5.25270E-01
1.2852174E+01,5.21363E-01
1.2852542E+01,5.23316E-01
1.2852909E+01,5.23316E-01
1.2853277E+01,5.24293E-01
1.2853644E+01,5.23316E-01
1.2854012E+01,5.21363E-01
1.2854380E+01,5.18434E-01
1.2854747E+01,5.24293E-01
1.2855115E+01,5.28199E-01
1.2855482E+01,5.28199E-01
1.2855850E+01,5.24293E-01
1.2856217E+01,5.24293E-01
1.2856585E+01,5.24293E-01
1.2856952E+01,5.25270E-01
1.2857320E+01,5.27223E-01
1.2857687E+01,5.25270E-01
1.2858055E+01,5.29176E-01
1.2858422E+01,5.28199E-01
1.2858790E+01,5.26246E-01
1.2859157E+01,5.30152E-01
1.2859525E+01,5.24293E-01
1.2859892E+01,5.21363E-01
1.2860260E+01,5.16480E-01
1.2860627E+01,5.23316E-01
1.2860995E+01,5.24293E-01
1.2861362E+01,5.21363E-01
1.2861730E+01,5.22340E-01
1.2862097E+01,5.20387E-01
1.2862465E+01,5.23316E-01
1.2862832E+01,5.25270E-01
1.2863200E+01,5.22340E-01
1.2863568E+01,5.19410E-01
1.2863935E+01,5.21363E-01
1.2864303E+01,5.25270E-01
1.2864670E+01,5.30152E-01
1.2865038E+01,5.25270E-01
1.2865405E+01,5.25270E-01
1.2865773E+01,5.24293E-01
1.2866140E+01,5.26246E-01
1.2866508E+01,5.28199E-01
1.2866875E+01,5.25270E-01
1.2867243E+01,5.27223E-01
1.2867610E+01,5.25270E-01
1.2867978E+01,5.26246E-01
1.2868345E+01,5.27223E-01
1.2868713E+01,5.29176E-01
1.2869080E+01,5.25270E-01
1.2869448E+01,5.18434E-01
1.2869815E+01,5.20387E-01
1.2870183E+01,5.21363E-01
1.2870550E+01,5.25270E-01
1.2870918E+01,5.25270E-01
1.2871285E+01,5.24293E-01
1.2871653E+01,5.24293E-01
1.2872020E+01,5.22340E-01
1.2872388E+01,5.21363E-01
1.2872756E+01,5.21363E-01
1.2873123E+01,5.17457E-01
1.2873491E+01,5.19410E-01
1.2873858E+01,5.28199E-01
1.2874226E+01,5.29176E-01
1.2874593E+01,5.30152E-01
1.2874961E+01,5.27223E-01
1.2875328E+01,5.25270E-01
1.2875696E+01,5.24293E-01
1.2876063E+01,5.25270E-01
1.2876431E+01,5.30152E-01
1.2876798E+01,5.28199E-01
1.2877166E+01,5.27223E-01
1.2877533E+01,5.27223E-01
1.2877901E+01,5.28199E-01
1.2878268E+01,5.25270E-01
1.2878636E+01,5.22340E-01
1.2879003E+01,5.22340E-01
1.2879371E+01,5.20387E-01
1.2879738E+01,5.20387E-01
1.2880106E+01,5.26246E-01
1.2880473E+01,5.21363E-01
1.2880841E+01,5.21363E-01
1.2881208E+01,5.20387E-01
1.2881576E+01,5.20387E-01
1.2881944E+01,5.21363E-01
1.2882311E+01,5.23316E-01
1.2882679E+01,5.25270E-01
1.2883046E+01,5.22340E-01
1.2883414E+01,5.26246E-01
1.2883781E+01,5.26246E-01
1.2884149E+01,5.30152E-01
1.2884516E+01,5.28199E-01
1.2884884E+01,5.24293E-01
1.2885251E+01,5.24293E-01
1.2885619E+01,5.27223E-01
1.2885986E+01,5.25270E-01
1.2886354E+01,5.30152E-01
1.2886721E+01,5.25270E-01
1.2887089E+01,5.27223E-01
1.2887456E+01,5.29176E-01
1.2887824E+01,5.26246E-01
1.2888191E+01,5.20387E-01
1.2888559E+01,5.17457E-01
1.2888926E+01,5.20387E-01
1.2889294E+01,5.23316E-01
1.2889661E+01,5.20387E-01
1.2890029E+01,5.25270E-01
1.2890396E+01,5.22340E-01
1.2890764E+01,5.21363E-01
1.2891132E+01,5.26246E-01
1.2891499E+01,5.19410E-01
1.2891867E+01,5.22340E-01
1.2892234E+01,5.20387E-01
1.2892602E+01,5.21363E-01
1.2892969E+01,5.27223E-01
1.2893337E+01,5.28199E-01
1.2893704E+01,5.28199E-01
1.2894072E+01,5.26246E-01
1.2894439E+01,5.23316E-01
1.2894807E+01,5.26246E-01
1.2895174E+01,5.23316E-01
1.2895542E+01,5.25270E-01
1.2895909E+01,5.22340E-01
1.2896277E+01,5.28199E-01
1.2896644E+01,5.27223E-01
1.2897012E+01,5.25270E-01
1.2897379E+01,5.26246E-01
1.2897747E+01,5.21363E-01
1.2898114E+01,5.18434E-01
1.2898482E+01,5.22340E-01
1.2898849E+01,5.22340E-01
1.2899217E+01,5.23316E-01
1.2899584E+01,5.25270E-01
1.2899952E+01,5.21363E-01
1.2900320E+01,5.23316E-01
1.2900687E+01,5.23316E-01
1.2901055E+01,5.23316E-01
1.2901422E+01,5.22340E-01
1.2901790E+01,5.24293E-01
1.2902157E+01,5.22340E-01
1.2902525E+01,5.27223E-01
1.2902892E+01,5.29176E-01
1.2903260E+01,5.26246E-01
1.2903627E+01,5.26246E-01
1.2903995E+01,5.22340E-01
1.2904362E+01,5.24293E-01
1.2904730E+01,5.28199E-01
1.2905097E+01,5.26246E-01
1.2905465E+01,5.27223E-01
1.2905832E+01,5.26246E-01
1.2906200E+01,5.30152E-01
1.2906567E+01,5.28199E-01
1.2906935E+01,5.25270E-01
1.2907302E+01,5.21363E-01
1.2907670E+01,5.20387E-01
1.2908037E+01,5.20387E-01
1.2908405E+01,5.24293E-01
1.2908772E+01,5.22340E-01
1.2909140E+01,5.21363E-01
1.2909508E+01,5.21363E-01
1.2909875E+01,5.21363E-01
1.2910243E+01,5.24293E-01
1.2910610E+01,5.21363E-01
1.2910978E+01,5.21363E-01
1.2911345E+01,5.22340E-01
1.2911713E+01,5.25270E-01
1.2912080E+01,5.28199E-01
1.2912448E+01,5.28199E-01
1.2912815E+01,5.26246E-01
1.2913183E+01,5.25270E-01
1.2913550E+01,5.27223E-01
1.2913918E+01,5.25270E-01
1.2914285E+01,5.25270E-01
1.2914653E+01,5.25270E-01
1.2915020E+01,5.22340E-01
1.2915388E+01,5.22340E-01
1.2915755E+01,5.30152E-01
1.2916123E+01,5.26246E-01
1.2916490E+01,5.25270E-01
1.2916858E+01,5.22340E-01
1.2917225E+01,5.21363E-01
1.2917593E+01,5.22340E-01
1.2917960E+01,5.26246E-01
1.2918328E+01,5.25270E-01
1.2918696E+01,5.25270E-01
1.2919063E+01,5.19410E-01
1.2919431E+01,5.20387E-01
1.2919798E+01,5.21363E-01
1.2920166E+01,5.24293E-01
1.2920533E+01,5.24293E-01
1.2920901E+01,5.21363E-01
1.2921268E+01,5.26246E-01
1.2921636E+01,5.29176E-01
1.2922003E+01,5.31129E-01
1.2922371E+01,5.28199E-01
1.2922738E+01,5.25270E-01
1.2923106E+01,5.24293E-01
1.2923473E+01,5.29176E-01
1.2923841E+01,5.28199E-01
1.2924208E+01,5.28199E-01
1.2924576E+01,5.22340E-01
1.2924943E+01,5.28199E-01
1.2925311E+01,5.30152E-01
1.2925678E+01,5.30152E-01
1.2926046E+01,5.23316E-01
1.2926413E+01,5.18434E-01
1.2926781E+01,5.21363E-01
1.2927148E+01,5.24293E-01
1.2927516E+01,5.23316E-01
1.2927884E+01,5.28199E-01
1.2928251E+01,5.21363E-01
1.2928619E+01,5.22340E-01
1.2928986E+01,5.24293E-01
1.2929354E+01,5.23316E-01
1.2929721E+01,5.23316E-01
1.2930089E+01,5.20387E-01
1.2930456E+01,5.19410E-01
1.2930824E+01,5.23316E-01
1.2931191E+01,5.28199E-01
1.2931559E+01,5.32105E-01
1.2931926E+01,5.28199E-01
1.2932294E+01,5.24293E-01
1.2932661E+01,5.21363E-01
1.2933029E+01,5.27223E-01
1.2933396E+01,5.27223E-01
1.2933764E+01,5.27223E-01
1.2934131E+01,5.22340E-01
1.2934499E+01,5.26246E-01
1.2934866E+01,5.27223E-01
1.2935234E+01,5.28199E-01
1.2935601E+01,5.24293E-01
1.2935969E+01,5.22340E-01
1.2936336E+01,5.16480E-01
1.2936704E+01,5.21363E-01
1.2937072E+01,5.25270E-01
1.2937439E+01,5.22340E-01
1.2937807E+01,5.23316E-01
1.2938174E+01,5.21363E-01
1.2938542E+01,5.21363E-01
1.2938909E+01,5.21363E-01
1.2939277E+01,5.21363E-01
1.2939644E+01,5.19410E-01
1.2940012E+01,5.24293E-01
1.2940379E+01,5.24293E-01
1.2940747E+01,5.31129E-01
1.2941114E+01,5.29176E-01
1.2941482E+01,5.25270E-01
1.2941849E+01,5.23316E-01
1.2942217E+01,5.26246E-01
1.2942584E+01,5.26246E-01
1.2942952E+01,5.29176E-01
1.2943319E+01,5.29176E-01
1.2943687E+01,5.25270E-01
1.2944054E+01,5.28199E-01
1.2944422E+01,5.28199E-01
1.2944789E+01,5.29176E-01
1.2945157E+01,5.21363E-01
1.2945524E+01,5.21363E-01
1.2945892E+01,5.19410E-01
1.2946260E+01,5.19410E-01
1.2946627E+01,5.25270E-01
1.2946995E+01,5.22340E-01
1.2947362E+01,5.23316E-01
1.2947730E+01,5.26246E-01
1.2948097E+01,5.24293E-01
1.2948465E+01,5.23316E-01
1.2948832E+01,5.23316E-01
1.2949200E+01,5.20387E-01
1.2949567E+01,5.19410E-01
1.2949935E+01,5.25270E-01
1.2950302E+01,5.30152E-01
1.2950670E+01,5.33082E-01
1.2951037E+01,5.26246E-01
1.2951405E+01,5.22340E-01
1.2951772E+01,5.24293E-01
1.2952140E+01,5.21363E-01
1.2952507E+01,5.28199E-01
1.2952875E+01,5.24293E-01
1.2953242E+01,5.25270E-01
1.2953610E+01,5.30152E-01
1.2953977E+01,5.28199E-01
1.2954345E+01,5.25270E-01
1.2954712E+01,5.23316E-01
1.2955080E+01,5.16480E-01
1.2955448E+01,5.20387E-01
1.2955815E+01,5.22340E-01
1.2956183E+01,5.25270E-01
1.2956550E+01,5.22340E-01
1.2956918E+01,5.21363E-01
1.2957285E+01,5.22340E-01
1.2957653E+01,5.23316E-01
1.2958020E+01,5.21363E-01
1.2958388E+01,5.20387E-01
1.2958755E+01,5.18434E-01
1.2959123E+01,5.21363E-01
1.2959490E+01,5.27223E-01
1.2959858E+01,5.32105E-01
1.2960225E+01,5.27223E-01
1.2960593E+01,5.25270E-01
1.2960960E+01,5.24293E-01
1.2961328E+01,5.23316E-01
1.2961695E+01,5.28199E-01
1.2962063E+01,5.23316E-01
1.2962430E+01,5.25270E-01
1.2962798E+01,5.29176E-01
1.2963165E+01,5.26246E-01
1.2963533E+01,5.28199E-01
1.2963900E+01,5.27223E-01
1.2964268E+01,5.22340E-01
1.2964636E+01,5.19410E-01
1.2965003E+01,5.21363E-01
1.2965371E+01,5.23316E-01
1.2965738E+01,5.23316E-01
1.2966106E+01,5.21363E-01
1.2966473E+01,5.23316E-01
1.2966841E+01,5.20387E-01
1.2967208E+01,5.21363E-01
1.2967576E+01,5.23316E-01
1.2967943E+01,5.19410E-01
1.2968311E+01,5.21363E-01
1.2968678E+01,5.26246E-01
1.2969046E+01,5.28199E-01
1.2969413E+01,5.28199E-01
1.2969781E+01,5.26246E-01
1.2970148E+01,5.25270E-01
1.2970516E+01,5.22340E-01
1.2970883E+01,5.27223E-01
1.2971251E+01,5.28199E-01
1.2971618E+01,5.26246E-01
1.2971986E+01,5.25270E-01
1.2972353E+01,5.28199E-01
1.2972721E+01,5.33082E-01
1.2973088E+01,5.31129E-01
1.2973456E+01,5.25270E-01
1.2973824E+01,5.20387E-01
1.2974191E+01,5.20387E-01
1.2974559E+01,5.19410E-01
1.2974926E+01,5.22340E-01
1.2975294E+01,5.27223E-01
1.2975661E+01,5.25270E-01
1.2976029E+01,5.21363E-01
1.2976396E+01,5.26246E-01
1.2976764E+01,5.21363E-01
1.2977131E+01,5.21363E-01
1.2977499E+01,5.22340E-01
1.2977866E+01,5.23316E-01
1.2978234E+01,5.25270E-01
1.2978601E+01,5.28199E-01
1.2978969E+01,5.28199E-01
1.2979336E+01,5.27223E-01
1.2979704E+01,5.27223E-01
1.2980071E+01,5.23316E-01
1.2980439E+01,5.25270E-01
1.2980806E+01,5.26246E-01
1.2981174E+01,5.30152E-01
1.2981541E+01,5.28199E-01
1.2981909E+01,5.21363E-01
1.2982276E+01,5.28199E-01
1.2982644E+01,5.26246E-01
1.2983012E+01,5.25270E-01
1.2983379E+01,5.17457E-01
1.2983747E+01,5.20387E-01
1.2984114E+01,5.21363E-01
1.2984482E+01,5.22340E-01
1.2984849E+01,5.27223E-01
1.2985217E+01,5.23316E-01
1.2985584E+01,5.22340E-01
1.2985952E+01,5.22340E-01
1.2986319E+01,5.24293E-01
1.2986687E+01,5.21363E-01
1.2987054E+01,5.21363E-01
1.2987422E+01,5.19410E-01
1.2987789E+01,5.26246E-01
1.2988157E+01,5.28199E-01
1.2988524E+01,5.29176E-01
1.2988892E+01,5.27223E-01
1.2989259E+01,5.28199E-01
1.2989627E+01,5.25270E-01
1.2989994E+01,5.25270E-01
1.2990362E+01,5.25270E-01
1.2990729E+01,5.25270E-01
1.2991097E+01,5.25270E-01
1.2991464E+01,5.27223E-01
1.2991832E+01,5.28199E-01
1.2992200E+01,5.27223E-01
1.2992567E+01,5.22340E-01
1.2992935E+01,5.22340E-01
1.2993302E+01,5.21363E-01
1.2993670E+01,5.26246E-01
1.2994037E+01,5.24293E-01
1.2994405E+01,5.24293E-01
1.2994772E+01,5.21363E-01
1.2995140E+01,5.24293E-01
1.2995507E+01,5.20387E-01
1.2995875E+01,5.24293E-01
1.2996242E+01,5.23316E-01
1.2996610E+01,5.21363E-01
1.2996977E+01,5.20387E-01
1.2997345E+01,5.28199E-01
1.2997712E+01,5.30152E-01
1.2998080E+01,5.29176E-01
1.2998447E+01,5.27223E-01
1.2998815E+01,5.23316E-01
1.2999182E+01,5.21363E-01
1.2999550E+01,5.25270E-01
1.2999917E+01,5.27223E-01
1.3000285E+01,5.27223E-01
1.3000652E+01,5.24293E-01
1.3001020E+01,5.28199E-01
1.3001388E+01,5.29176E-01
1.3001755E+01,5.28199E-01
1.3002123E+01,5.22340E-01
1.3002490E+01,5.21363E-01
1.3002858E+01,5.22340E-01
1.3003225E+01,5.25270E-01
1.3003593E+01,5.24293E-01
1.3003960E+01,5.21363E-01
1.3004328E+01,5.25270E-01
1.3004695E+01,5.22340E-01
1.3005063E+01,5.22340E-01
1.3005430E+01,5.22340E-01
1.3005798E+01,5.24293E-01
1.3006165E+01,5.19410E-01
1.3006533E+01,5.23316E-01
1.3006900E+01,5.26246E-01
1.3007268E+01,5.32105E-01
1.3007635E+01,5.28199E-01
1.3008003E+01,5.26246E-01
1.3008370E+01,5.22340E-01
1.3008738E+01,5.24293E-01
1.3009105E+01,5.24293E-01
1.3009473E+01,5.26246E-01
1.3009840E+01,5.24293E-01
1.3010208E+01,5.26246E-01
1.3010576E+01,5.25270E-01
1.3010943E+01,5.32105E-01
1.3011311E+01,5.26246E-01
1.3011678E+01,5.20387E-01
1.3012046E+01,5.17457E-01
1.3012413E+01,5.18434E-01
1.3012781E+01,5.24293E-01
1.3013148E+01,5.24293E-01
1.3013516E+01,5.26246E-01
1.3013883E+01,5.21363E-01
1.3014251E+01,5.22340E-01
1.3014618E+01,5.19410E-01
1.3014986E+01,5.25270E-01
1.3015353E+01,5.21363E-01
1.3015721E+01,5.17457E-01
1.3016088E+01,5.23316E-01
1.3016456E+01,5.28199E-01
1.3016823E+01,5.32105E-01
1.3017191E+01,5.26246E-01
1.3017558E+01,5.21363E-01
1.3017926E+01,5.22340E-01
1.3018293E+01,5.28199E-01
1.3018661E+01,5.28199E-01
1.3019028E+01,5.26246E-01
1.3019396E+01,5.25270E-01
1.3019764E+01,5.28199E-01
1.3020131E+01,5.28199E-01
1.3020499E+01,5.24293E-01
1.3020866E+01,5.28199E-01
1.3021234E+01,5.22340E-01
1.3021601E+01,5.21363E-01
1.3021969E+01,5.24293E-01
1.3022336E+01,5.23316E-01
1.3022704E+01,5.25270E-01
1.3023071E+01,5.22340E-01
1.3023439E+01,5.19410E-01
1.3023806E+01,5.20387E-01
1.3024174E+01,5.25270E-01
1.3024541E+01,5.21363E-01
1.3024909E+01,5.18434E-01
1.3025276E+01,5.23316E-01
1.3025644E+01,5.22340E-01
1.3026011E+01,5.32105E-01
1.3026379E+01,5.28199E-01
1.3026746E+01,5.27223E-01
1.3027114E+01,5.23316E-01
1.3027481E+01,5.24293E-01
1.3027849E+01,5.26246E-01
1.3028216E+01,5.24293E-01
1.3028584E+01,5.25270E-01
1.3028952E+01,5.26246E-01
1.3029319E+01,5.23316E-01
1.3029687E+01,5.30152E-01
1.3030054E+01,5.27223E-01
1.3030422E+01,5.25270E-01
1.3030789E+01,5.18434E-01
1.3031157E+01,5.21363E-01
1.3031524E+01,5.21363E-01
1.3031892E+01,5.22340E-01
1.3032259E+01,5.25270E-01
1.3032627E+01,5.25270E-01
1.3032994E+01,5.21363E-01
1.3033362E+01,5.22340E-01
1.3033729E+01,5.23316E-01
1.3034097E+01,5.19410E-01
1.3034464E+01,5.21363E-01
1.3034832E+01,5.21363E-01
1.3035199E+01,5.22340E-01
1.3035567E+01,5.29176E-01
1.3035934E+01,5.29176E-01
1.3036302E+01,5.31129E-01
1.3036669E+01,5.24293E-01
1.3037037E+01,5.27223E-01
1.3037404E+01,5.21363E-01
1.3037772E+01,5.25270E-01
1.3038140E+01,5.28199E-01
1.3038507E+01,5.27223E-01
1.3038875E+01,5.24293E-01
1.3039242E+01,5.28199E-01
1.3039610E+01,5.28199E-01
1.3039977E+01,5.21363E-01
1.3040345E+01,5.21363E-01
1.3040712E+01,5.22340E-01
1.3041080E+01,5.24293E-01
1.3041447E+01,5.23316E-01
1.3041815E+01,5.24293E-01
1.3042182E+01,5.24293E-01
1.3042550E+01,5.21363E-01
1.3042917E+01,5.19410E-01
1.3043285E+01,5.22340E-01
1.3043652E+01,5.18434E-01
1.3044020E+01,5.19410E-01
1.3044387E+01,5.21363E-01
1.3044755E+01,5.25270E-01
1.3045122E+01,5.30152E-01
1.3045490E+01,5.29176E-01
1.3045857E+01,5.27223E-01
1.3046225E+01,5.25270E-01
1.3046592E+01,5.25270E-01
1.3046960E+01,5.27223E-01
1.3047328E+01,5.22340E-01
1.3047695E+01,5.24293E-01
1.3048063E+01,5.26246E-01
1.3048430E+01,5.30152E-01
1.3048798E+01,5.28199E-01
1.3049165E+01,5.26246E-01
1.3049533E+01,5.22340E-01
1.3049900E+01,5.19410E-01
1.3050268E+01,5.19410E-01
1.3050635E+01,5.19410E-01
1.3051003E+01,5.26246E-01
1.3051370E+01,5.24293E-01
1.3051738E+01,5.20387E-01
1.3052105E+01,5.25270E-01
1.3052473E+01,5.22340E-01
1.3052840E+01,5.21363E-01
1.3053208E+01,5.19410E-01
1.3053575E+01,5.18434E-01
1.3053943E+01,5.20387E-01
1.3054310E+01,5.23316E-01
1.3054678E+01,5.29176E-01
1.3055045E+01,5.28199E-01
1.3055413E+01,5.27223E-01
1.3055780E+01,5.21363E-01
1.3056148E+01,5.26246E-01
1.3056516E+01,5.25270E-01
1.3056883E+01,5.26246E-01
1.3057251E+01,5.25270E-01
1.3057618E+01,5.25270E-01
1.3057986E+01,5.27223E-01
1.3058353E+01,5.29176E-01
1.3058721E+01,5.26246E-01
1.3059088E+01,5.21363E-01
1.3059456E+01,5.21363E-01
1.3059823E+01,5.20387E-01
1.3060191E+01,5.24293E-01
1.3060558E+01,5.23316E-01
1.3060926E+01,5.26246E-01
1.3061293E+01,5.22340E-01
1.3061661E+01,5.17457E-01
1.3062028E+01,5.23316E-01
1.3062396E+01,5.21363E-01
1.3062763E+01,5.20387E-01
1.3063131E+01,5.19410E-01
1.3063498E+01,5.22340E-01
1.3063866E+01,5.27223E-01
1.3064233E+01,5.28199E-01
1.3064601E+01,5.28199E-01
1.3064968E+01,5.22340E-01
1.3065336E+01,5.21363E-01
1.3065704E+01,5.25270E-01
1.3066071E+01,5.24293E-01
1.3066439E+01,5.28199E-01
1.3066806E+01,5.23316E-01
1.3067174E+01,5.26246E-01
1.3067541E+01,5.26246E-01
1.3067909E+01,5.28199E-01
1.3068276E+01,5.28199E-01
1.3068644E+01,5.17457E-01
1.3069011E+01,5.17457E-01
1.3069379E+01,5.21363E-01
1.3069746E+01,5.26246E-01
1.3070114E+01,5.22340E-01
1.3070481E+01,5.23316E-01
1.3070849E+01,5.22340E-01
1.3071216E+01,5.21363E-01
1.3071584E+01,5.24293E-01
1.3071951E+01,5.22340E-01
1.3072319E+01,5.20387E-01
1.3072686E+01,5.19410E-01
1.3073054E+01,5.21363E-01
1.3073421E+01,5.26246E-01
1.3073789E+01,5.28199E-01
1.3074156E+01,5.26246E-01
1.3074524E+01,5.24293E-01
1.3074892E+01,5.24293E-01
1.3075259E+01,5.24293E-01
1.3075627E+01,5.28199E-01
1.3075994E+01,5.28199E-01
1.3076362E+01,5.27223E-01
1.3076729E+01,5.29176E-01
1.3077097E+01,5.28199E-01
1.3077464E+01,5.25270E-01
1.3077832E+01,5.23316E-01
1.3078199E+01,5.25270E-01
1.3078567E+01,5.20387E-01
1.3078934E+01,5.22340E-01
1.3079302E+01,5.28199E-01
1.3079669E+01,5.25270E-01
1.3080037E+01,5.26246E-01
1.3080404E+01,5.21363E-01
1.3080772E+01,5.23316E-01
1.3081139E+01,5.21363E-01
1.3081507E+01,5.18434E-01
1.3081874E+01,5.21363E-01
1.3082242E+01,5.20387E-01
1.3082609E+01,5.26246E-01
1.3082977E+01,5.29176E-01
1.3083344E+01,5.30152E-01
1.3083712E+01,5.29176E-01
1.3084080E+01,5.22340E-01
1.3084447E+01,5.25270E-01
1.3084815E+01,5.26246E-01
1.3085182E+01,5.25270E-01
