in s,C1 in V
-3.7299605E+00,5.40895E-01
-3.7295930E+00,5.37965E-01
-3.7292254E+00,5.24293E-01
-3.7288579E+00,5.10621E-01
-3.7284904E+00,5.00855E-01
-3.7281229E+00,5.05738E-01
-3.7277554E+00,5.18434E-01
-3.7273878E+00,5.30152E-01
-3.7270203E+00,5.40895E-01
-3.7266528E+00,5.45777E-01
-3.7262853E+00,5.37965E-01
-3.7259178E+00,5.21363E-01
-3.7255502E+00,5.06715E-01
-3.7251827E+00,5.06715E-01
-3.7248152E+00,5.11598E-01
-3.7244477E+00,5.20387E-01
-3.7240802E+00,5.37965E-01
-3.7237126E+00,5.46754E-01
-3.7233451E+00,5.45777E-01
-3.7229776E+00,5.34059E-01
-3.7226101E+00,5.14527E-01
-3.7222426E+00,4.98902E-01
-3.7218750E+00,5.04762E-01
-3.7215075E+00,5.16480E-01
-3.7211400E+00,5.26246E-01
-3.7207725E+00,5.39918E-01
-3.7204050E+00,5.41871E-01
-3.7200374E+00,5.35035E-01
-3.7196699E+00,5.16480E-01
-3.7193024E+00,5.06715E-01
-3.7189349E+00,5.01832E-01
-3.7185674E+00,5.06715E-01
-3.7181998E+00,5.19410E-01
-3.7178323E+00,5.34059E-01
-3.7174648E+00,5.43824E-01
-3.7170973E+00,5.42848E-01
-3.7167298E+00,5.36988E-01
-3.7163622E+00,5.20387E-01
-3.7159947E+00,5.08668E-01
-3.7156272E+00,5.07691E-01
-3.7152597E+00,5.14527E-01
-3.7148922E+00,5.28199E-01
-3.7145246E+00,5.36012E-01
-3.7141571E+00,5.47730E-01
-3.7137896E+00,5.41871E-01
-3.7134221E+00,5.29176E-01
-3.7130546E+00,5.13551E-01
-3.7126870E+00,5.03785E-01
-3.7123195E+00,5.06715E-01
-3.7119520E+00,5.17457E-01
-3.7115845E+00,5.29176E-01
-3.7112170E+00,5.36988E-01
-3.7108494E+00,5.38941E-01
-3.7104819E+00,5.31129E-01
-3.7101144E+00,5.20387E-01
-3.7097469E+00,5.06715E-01
-3.7093794E+00,5.03785E-01
-3.7090118E+00,5.09645E-01
-3.7086443E+00,5.19410E-01
-3.7082768E+00,5.32105E-01
-3.7079093E+00,5.43824E-01
-3.7075418E+00,5.41871E-01
-3.7071742E+00,5.29176E-01
-3.7068067E+00,5.17457E-01
-3.7064392E+00,5.08668E-01
-3.7060717E+00,5.08668E-01
-3.7057042E+00,5.16480E-01
-3.7053366E+00,5.29176E-01
-3.7049691E+00,5.38941E-01
-3.7046016E+00,5.44801E-01
-3.7042341E+00,5.42848E-01
-3.7038666E+00,5.26246E-01
-3.7034990E+00,5.08668E-01
-3.7031315E+00,4.99879E-01
-3.7027640E+00,5.07691E-01
-3.7023965E+00,5.13551E-01
-3.7020290E+00,5.29176E-01
-3.7016614E+00,5.38941E-01
-3.7012939E+00,5.39918E-01
-3.7009264E+00,5.29176E-01
-3.7005589E+00,5.15504E-01
-3.7001914E+00,5.05738E-01
-3.6998238E+00,4.99879E-01
-3.6994563E+00,5.12574E-01
-3.6990888E+00,5.20387E-01
-3.6987213E+00,5.36988E-01
-3.6983538E+00,5.42848E-01
-3.6979862E+00,5.42848E-01
-3.6976187E+00,5.29176E-01
-3.6972512E+00,5.14527E-01
-3.6968837E+00,5.04762E-01
-3.6965162E+00,5.06715E-01
-3.6961486E+00,5.17457E-01
-3.6957811E+00,5.33082E-01
-3.6954136E+00,5.42848E-01
-3.6950461E+00,5.46754E-01
-3.6946786E+00,5.41871E-01
-3.6943110E+00,5.23316E-01
-3.6939435E+00,5.08668E-01
-3.6935760E+00,4.99879E-01
-3.6932085E+00,5.07691E-01
-3.6928410E+00,5.15504E-01
-3.6924734E+00,5.33082E-01
-3.6921059E+00,5.39918E-01
-3.6917384E+00,5.40895E-01
-3.6913709E+00,5.28199E-01
-3.6910034E+00,5.12574E-01
-3.6906358E+00,5.02809E-01
-3.6902683E+00,5.02809E-01
-3.6899008E+00,5.11598E-01
-3.6895333E+00,5.26246E-01
-3.6891658E+00,5.39918E-01
-3.6887982E+00,5.44801E-01
-3.6884307E+00,5.40895E-01
-3.6880632E+00,5.21363E-01
-3.6876957E+00,5.12574E-01
-3.6873282E+00,5.05738E-01
-3.6869606E+00,5.09645E-01
-3.6865931E+00,5.21363E-01
-3.6862256E+00,5.29176E-01
-3.6858581E+00,5.44801E-01
-3.6854906E+00,5.46754E-01
-3.6851230E+00,5.36012E-01
-3.6847555E+00,5.23316E-01
-3.6843880E+00,5.07691E-01
-3.6840205E+00,5.02809E-01
-3.6836530E+00,5.07691E-01
-3.6832854E+00,5.22340E-01
-3.6829179E+00,5.33082E-01
-3.6825504E+00,5.38941E-01
-3.6821829E+00,5.36012E-01
-3.6818154E+00,5.26246E-01
-3.6814478E+00,5.12574E-01
-3.6810803E+00,5.01832E-01
-3.6807128E+00,5.04762E-01
-3.6803453E+00,5.16480E-01
-3.6799778E+00,5.28199E-01
-3.6796102E+00,5.38941E-01
-3.6792427E+00,5.44801E-01
-3.6788752E+00,5.41871E-01
-3.6785077E+00,5.23316E-01
-3.6781402E+00,5.09645E-01
-3.6777726E+00,5.06715E-01
-3.6774051E+00,5.12574E-01
-3.6770376E+00,5.21363E-01
-3.6766701E+00,5.36012E-01
-3.6763026E+00,5.41871E-01
-3.6759350E+00,5.42848E-01
-3.6755675E+00,5.35035E-01
-3.6752000E+00,5.17457E-01
-3.6748325E+00,5.04762E-01
-3.6744650E+00,5.00855E-01
-3.6740974E+00,5.13551E-01
-3.6737299E+00,5.24293E-01
-3.6733624E+00,5.34059E-01
-3.6729949E+00,5.40895E-01
-3.6726274E+00,5.36012E-01
-3.6722598E+00,5.22340E-01
-3.6718923E+00,5.11598E-01
-3.6715248E+00,5.04762E-01
-3.6711573E+00,5.08668E-01
-3.6707898E+00,5.18434E-01
-3.6704222E+00,5.29176E-01
-3.6700547E+00,5.39918E-01
-3.6696872E+00,5.43824E-01
-3.6693197E+00,5.39918E-01
-3.6689522E+00,5.23316E-01
-3.6685846E+00,5.09645E-01
-3.6682171E+00,5.08668E-01
-3.6678496E+00,5.11598E-01
-3.6674821E+00,5.24293E-01
-3.6671146E+00,5.35035E-01
-3.6667470E+00,5.44801E-01
-3.6663795E+00,5.42848E-01
-3.6660120E+00,5.34059E-01
-3.6656445E+00,5.14527E-01
-3.6652770E+00,5.04762E-01
-3.6649094E+00,5.04762E-01
-3.6645419E+00,5.13551E-01
-3.6641744E+00,5.26246E-01
-3.6638069E+00,5.36012E-01
-3.6634394E+00,5.42848E-01
-3.6630718E+00,5.33082E-01
-3.6627043E+00,5.24293E-01
-3.6623368E+00,5.07691E-01
-3.6619693E+00,5.02809E-01
-3.6616018E+00,5.07691E-01
-3.6612342E+00,5.18434E-01
-3.6608667E+00,5.34059E-01
-3.6604992E+00,5.43824E-01
-3.6601317E+00,5.42848E-01
-3.6597642E+00,5.34059E-01
-3.6593966E+00,5.17457E-01
-3.6590291E+00,5.04762E-01
-3.6586616E+00,5.06715E-01
-3.6582941E+00,5.14527E-01
-3.6579266E+00,5.26246E-01
-3.6575590E+00,5.37965E-01
-3.6571915E+00,5.45777E-01
-3.6568240E+00,5.43824E-01
-3.6564565E+00,5.29176E-01
-3.6560890E+00,5.10621E-01
-3.6557214E+00,5.04762E-01
-3.6553539E+00,5.06715E-01
-3.6549864E+00,5.18434E-01
-3.6546189E+00,5.29176E-01
-3.6542514E+00,5.36012E-01
-3.6538838E+00,5.38941E-01
-3.6535163E+00,5.33082E-01
-3.6531488E+00,5.20387E-01
-3.6527813E+00,5.04762E-01
-3.6524138E+00,5.00855E-01
-3.6520462E+00,5.11598E-01
-3.6516787E+00,5.21363E-01
-3.6513112E+00,5.34059E-01
-3.6509437E+00,5.44801E-01
-3.6505762E+00,5.42848E-01
-3.6502086E+00,5.34059E-01
-3.6498411E+00,5.16480E-01
-3.6494736E+00,5.07691E-01
-3.6491061E+00,5.02809E-01
-3.6487386E+00,5.19410E-01
-3.6483710E+00,5.28199E-01
-3.6480035E+00,5.40895E-01
-3.6476360E+00,5.45777E-01
-3.6472685E+00,5.40895E-01
-3.6469010E+00,5.25270E-01
-3.6465334E+00,5.09645E-01
-3.6461659E+00,5.03785E-01
-3.6457984E+00,5.06715E-01
-3.6454309E+00,5.16480E-01
-3.6450634E+00,5.30152E-01
-3.6446958E+00,5.37965E-01
-3.6443283E+00,5.41871E-01
-3.6439608E+00,5.32105E-01
-3.6435933E+00,5.17457E-01
-3.6432258E+00,5.03785E-01
-3.6428582E+00,5.03785E-01
-3.6424907E+00,5.10621E-01
-3.6421232E+00,5.22340E-01
-3.6417557E+00,5.36988E-01
-3.6413882E+00,5.42848E-01
-3.6410206E+00,5.41871E-01
-3.6406531E+00,5.33082E-01
-3.6402856E+00,5.13551E-01
-3.6399181E+00,5.07691E-01
-3.6395506E+00,5.05738E-01
-3.6391830E+00,5.20387E-01
-3.6388155E+00,5.29176E-01
-3.6384480E+00,5.41871E-01
-3.6380805E+00,5.40895E-01
-3.6377130E+00,5.39918E-01
-3.6373454E+00,5.24293E-01
-3.6369779E+00,5.08668E-01
-3.6366104E+00,5.02809E-01
-3.6362429E+00,5.07691E-01
-3.6358754E+00,5.20387E-01
-3.6355078E+00,5.33082E-01
-3.6351403E+00,5.39918E-01
-3.6347728E+00,5.41871E-01
-3.6344053E+00,5.30152E-01
-3.6340378E+00,5.15504E-01
-3.6336702E+00,5.02809E-01
-3.6333027E+00,4.99879E-01
-3.6329352E+00,5.13551E-01
-3.6325677E+00,5.26246E-01
-3.6322002E+00,5.35035E-01
-3.6318326E+00,5.45777E-01
-3.6314651E+00,5.41871E-01
-3.6310976E+00,5.28199E-01
-3.6307301E+00,5.12574E-01
-3.6303626E+00,5.07691E-01
-3.6299950E+00,5.13551E-01
-3.6296275E+00,5.21363E-01
-3.6292600E+00,5.35035E-01
-3.6288925E+00,5.41871E-01
-3.6285250E+00,5.48707E-01
-3.6281574E+00,5.36988E-01
-3.6277899E+00,5.22340E-01
-3.6274224E+00,5.05738E-01
-3.6270549E+00,5.02809E-01
-3.6266874E+00,5.07691E-01
-3.6263198E+00,5.18434E-01
-3.6259523E+00,5.33082E-01
-3.6255848E+00,5.36988E-01
-3.6252173E+00,5.37965E-01
-3.6248498E+00,5.27223E-01
-3.6244822E+00,5.13551E-01
-3.6241147E+00,5.02809E-01
-3.6237472E+00,5.04762E-01
-3.6233797E+00,5.16480E-01
-3.6230122E+00,5.29176E-01
-3.6226446E+00,5.38941E-01
-3.6222771E+00,5.45777E-01
-3.6219096E+00,5.40895E-01
-3.6215421E+00,5.27223E-01
-3.6211746E+00,5.11598E-01
-3.6208070E+00,5.06715E-01
-3.6204395E+00,5.11598E-01
-3.6200720E+00,5.21363E-01
-3.6197045E+00,5.35035E-01
-3.6193370E+00,5.44801E-01
-3.6189694E+00,5.42848E-01
-3.6186019E+00,5.36012E-01
-3.6182344E+00,5.20387E-01
-3.6178669E+00,5.02809E-01
-3.6174994E+00,5.05738E-01
-3.6171318E+00,5.13551E-01
-3.6167643E+00,5.26246E-01
-3.6163968E+00,5.35035E-01
-3.6160293E+00,5.40895E-01
-3.6156618E+00,5.36012E-01
-3.6152942E+00,5.24293E-01
-3.6149267E+00,5.06715E-01
-3.6145592E+00,5.01832E-01
-3.6141917E+00,5.07691E-01
-3.6138242E+00,5.16480E-01
-3.6134566E+00,5.29176E-01
-3.6130891E+00,5.42848E-01
-3.6127216E+00,5.45777E-01
-3.6123541E+00,5.38941E-01
-3.6119866E+00,5.16480E-01
-3.6116190E+00,5.09645E-01
-3.6112515E+00,5.06715E-01
-3.6108840E+00,5.14527E-01
-3.6105165E+00,5.25270E-01
-3.6101490E+00,5.35035E-01
-3.6097814E+00,5.43824E-01
-3.6094139E+00,5.42848E-01
-3.6090464E+00,5.35035E-01
-3.6086789E+00,5.18434E-01
-3.6083114E+00,4.99879E-01
-3.6079438E+00,5.04762E-01
-3.6075763E+00,5.13551E-01
-3.6072088E+00,5.26246E-01
-3.6068413E+00,5.39918E-01
-3.6064738E+00,5.42848E-01
-3.6061062E+00,5.36012E-01
-3.6057387E+00,5.22340E-01
-3.6053712E+00,5.09645E-01
-3.6050037E+00,5.04762E-01
-3.6046362E+00,5.07691E-01
-3.6042686E+00,5.19410E-01
-3.6039011E+00,5.34059E-01
-3.6035336E+00,5.41871E-01
-3.6031661E+00,5.46754E-01
-3.6027986E+00,5.38941E-01
-3.6024310E+00,5.25270E-01
-3.6020635E+00,5.08668E-01
-3.6016960E+00,5.03785E-01
-3.6013285E+00,5.15504E-01
-3.6009610E+00,5.26246E-01
-3.6005934E+00,5.37965E-01
-3.6002259E+00,5.44801E-01
-3.5998584E+00,5.42848E-01
-3.5994909E+00,5.29176E-01
-3.5991234E+00,5.08668E-01
-3.5987558E+00,5.01832E-01
-3.5983883E+00,5.03785E-01
-3.5980208E+00,5.15504E-01
-3.5976533E+00,5.30152E-01
-3.5972858E+00,5.36988E-01
-3.5969182E+00,5.40895E-01
-3.5965507E+00,5.32105E-01
-3.5961832E+00,5.16480E-01
-3.5958157E+00,5.07691E-01
-3.5954482E+00,5.02809E-01
-3.5950806E+00,5.07691E-01
-3.5947131E+00,5.24293E-01
-3.5943456E+00,5.32105E-01
-3.5939781E+00,5.42848E-01
-3.5936106E+00,5.43824E-01
-3.5932430E+00,5.34059E-01
-3.5928755E+00,5.16480E-01
-3.5925080E+00,5.06715E-01
-3.5921405E+00,5.08668E-01
-3.5917730E+00,5.19410E-01
-3.5914054E+00,5.26246E-01
-3.5910379E+00,5.39918E-01
-3.5906704E+00,5.46754E-01
-3.5903029E+00,5.42848E-01
-3.5899354E+00,5.27223E-01
-3.5895678E+00,5.13551E-01
-3.5892003E+00,5.03785E-01
-3.5888328E+00,5.05738E-01
-3.5884653E+00,5.17457E-01
-3.5880978E+00,5.29176E-01
-3.5877302E+00,5.39918E-01
-3.5873627E+00,5.41871E-01
-3.5869952E+00,5.29176E-01
-3.5866277E+00,5.18434E-01
-3.5862602E+00,5.04762E-01
-3.5858926E+00,5.02809E-01
-3.5855251E+00,5.16480E-01
-3.5851576E+00,5.22340E-01
-3.5847901E+00,5.36012E-01
-3.5844226E+00,5.42848E-01
-3.5840550E+00,5.39918E-01
-3.5836875E+00,5.33082E-01
-3.5833200E+00,5.16480E-01
-3.5829525E+00,5.06715E-01
-3.5825850E+00,5.06715E-01
-3.5822174E+00,5.16480E-01
-3.5818499E+00,5.30152E-01
-3.5814824E+00,5.41871E-01
-3.5811149E+00,5.46754E-01
-3.5807474E+00,5.41871E-01
-3.5803798E+00,5.26246E-01
-3.5800123E+00,5.12574E-01
-3.5796448E+00,5.05738E-01
-3.5792773E+00,5.09645E-01
-3.5789098E+00,5.18434E-01
-3.5785422E+00,5.32105E-01
-3.5781747E+00,5.37965E-01
-3.5778072E+00,5.38941E-01
-3.5774397E+00,5.30152E-01
-3.5770722E+00,5.15504E-01
-3.5767046E+00,5.00855E-01
-3.5763371E+00,5.06715E-01
-3.5759696E+00,5.14527E-01
-3.5756021E+00,5.26246E-01
-3.5752346E+00,5.38941E-01
-3.5748670E+00,5.42848E-01
-3.5744995E+00,5.39918E-01
-3.5741320E+00,5.28199E-01
-3.5737645E+00,5.14527E-01
-3.5733970E+00,5.07691E-01
-3.5730294E+00,5.10621E-01
-3.5726619E+00,5.21363E-01
-3.5722944E+00,5.34059E-01
-3.5719269E+00,5.38941E-01
-3.5715594E+00,5.44801E-01
-3.5711918E+00,5.38941E-01
-3.5708243E+00,5.21363E-01
-3.5704568E+00,5.07691E-01
-3.5700893E+00,5.01832E-01
-3.5697218E+00,5.09645E-01
-3.5693542E+00,5.24293E-01
-3.5689867E+00,5.33082E-01
-3.5686192E+00,5.40895E-01
-3.5682517E+00,5.40895E-01
-3.5678842E+00,5.26246E-01
-3.5675166E+00,5.11598E-01
-3.5671491E+00,5.01832E-01
-3.5667816E+00,5.06715E-01
-3.5664141E+00,5.14527E-01
-3.5660466E+00,5.28199E-01
-3.5656790E+00,5.38941E-01
-3.5653115E+00,5.44801E-01
-3.5649440E+00,5.39918E-01
-3.5645765E+00,5.25270E-01
-3.5642090E+00,5.15504E-01
-3.5638414E+00,5.09645E-01
-3.5634739E+00,5.10621E-01
-3.5631064E+00,5.18434E-01
-3.5627389E+00,5.35035E-01
-3.5623714E+00,5.41871E-01
-3.5620038E+00,5.47730E-01
-3.5616363E+00,5.36988E-01
-3.5612688E+00,5.20387E-01
-3.5609013E+00,5.04762E-01
-3.5605338E+00,5.01832E-01
-3.5601662E+00,5.13551E-01
-3.5597987E+00,5.20387E-01
-3.5594312E+00,5.32105E-01
-3.5590637E+00,5.39918E-01
-3.5586962E+00,5.37965E-01
-3.5583286E+00,5.30152E-01
-3.5579611E+00,5.16480E-01
-3.5575936E+00,5.00855E-01
-3.5572261E+00,5.07691E-01
-3.5568586E+00,5.14527E-01
-3.5564910E+00,5.26246E-01
-3.5561235E+00,5.40895E-01
-3.5557560E+00,5.45777E-01
-3.5553885E+00,5.38941E-01
-3.5550210E+00,5.23316E-01
-3.5546534E+00,5.14527E-01
-3.5542859E+00,5.06715E-01
-3.5539184E+00,5.11598E-01
-3.5535509E+00,5.21363E-01
-3.5531834E+00,5.36012E-01
-3.5528158E+00,5.45777E-01
-3.5524483E+00,5.45777E-01
-3.5520808E+00,5.34059E-01
-3.5517133E+00,5.19410E-01
-3.5513458E+00,5.05738E-01
-3.5509782E+00,5.03785E-01
-3.5506107E+00,5.14527E-01
-3.5502432E+00,5.25270E-01
-3.5498757E+00,5.35035E-01
-3.5495082E+00,5.37965E-01
-3.5491406E+00,5.35035E-01
-3.5487731E+00,5.21363E-01
-3.5484056E+00,5.11598E-01
-3.5480381E+00,5.02809E-01
-3.5476706E+00,5.06715E-01
-3.5473030E+00,5.20387E-01
-3.5469355E+00,5.30152E-01
-3.5465680E+00,5.40895E-01
-3.5462005E+00,5.45777E-01
-3.5458330E+00,5.36988E-01
-3.5454654E+00,5.20387E-01
-3.5450979E+00,5.06715E-01
-3.5447304E+00,5.03785E-01
-3.5443629E+00,5.14527E-01
-3.5439954E+00,5.25270E-01
-3.5436278E+00,5.39918E-01
-3.5432603E+00,5.44801E-01
-3.5428928E+00,5.40895E-01
-3.5425253E+00,5.29176E-01
-3.5421578E+00,5.16480E-01
-3.5417902E+00,5.03785E-01
-3.5414227E+00,5.08668E-01
-3.5410552E+00,5.16480E-01
-3.5406877E+00,5.27223E-01
-3.5403202E+00,5.36988E-01
-3.5399526E+00,5.39918E-01
-3.5395851E+00,5.33082E-01
-3.5392176E+00,5.20387E-01
-3.5388501E+00,5.06715E-01
-3.5384826E+00,5.02809E-01
-3.5381150E+00,5.12574E-01
-3.5377475E+00,5.20387E-01
-3.5373800E+00,5.32105E-01
-3.5370125E+00,5.42848E-01
-3.5366450E+00,5.43824E-01
-3.5362774E+00,5.34059E-01
-3.5359099E+00,5.18434E-01
-3.5355424E+00,5.06715E-01
-3.5351749E+00,5.06715E-01
-3.5348074E+00,5.14527E-01
-3.5344398E+00,5.27223E-01
-3.5340723E+00,5.39918E-01
-3.5337048E+00,5.43824E-01
-3.5333373E+00,5.43824E-01
-3.5329698E+00,5.29176E-01
-3.5326022E+00,5.10621E-01
-3.5322347E+00,5.03785E-01
-3.5318672E+00,5.07691E-01
-3.5314997E+00,5.18434E-01
-3.5311322E+00,5.30152E-01
-3.5307646E+00,5.41871E-01
-3.5303971E+00,5.36988E-01
-3.5300296E+00,5.33082E-01
-3.5296621E+00,5.19410E-01
-3.5292946E+00,5.07691E-01
-3.5289270E+00,4.98902E-01
-3.5285595E+00,5.13551E-01
-3.5281920E+00,5.21363E-01
-3.5278245E+00,5.36988E-01
-3.5274570E+00,5.45777E-01
-3.5270894E+00,5.44801E-01
-3.5267219E+00,5.35035E-01
-3.5263544E+00,5.14527E-01
-3.5259869E+00,5.08668E-01
-3.5256194E+00,5.06715E-01
-3.5252518E+00,5.20387E-01
-3.5248843E+00,5.30152E-01
-3.5245168E+00,5.39918E-01
-3.5241493E+00,5.45777E-01
-3.5237818E+00,5.39918E-01
-3.5234142E+00,5.27223E-01
-3.5230467E+00,5.06715E-01
-3.5226792E+00,5.05738E-01
-3.5223117E+00,5.08668E-01
-3.5219442E+00,5.21363E-01
-3.5215766E+00,5.32105E-01
-3.5212091E+00,5.36988E-01
-3.5208416E+00,5.41871E-01
-3.5204741E+00,5.29176E-01
-3.5201066E+00,5.15504E-01
-3.5197390E+00,5.02809E-01
-3.5193715E+00,5.06715E-01
-3.5190040E+00,5.13551E-01
-3.5186365E+00,5.23316E-01
-3.5182690E+00,5.35035E-01
-3.5179014E+00,5.42848E-01
-3.5175339E+00,5.42848E-01
-3.5171664E+00,5.32105E-01
-3.5167989E+00,5.18434E-01
-3.5164314E+00,5.04762E-01
-3.5160638E+00,5.07691E-01
-3.5156963E+00,5.20387E-01
-3.5153288E+00,5.29176E-01
-3.5149613E+00,5.41871E-01
-3.5145938E+00,5.49684E-01
-3.5142262E+00,5.39918E-01
-3.5138587E+00,5.22340E-01
-3.5134912E+00,5.08668E-01
-3.5131237E+00,5.02809E-01
-3.5127562E+00,5.07691E-01
-3.5123886E+00,5.16480E-01
-3.5120211E+00,5.30152E-01
-3.5116536E+00,5.40895E-01
-3.5112861E+00,5.40895E-01
-3.5109186E+00,5.30152E-01
-3.5105510E+00,5.13551E-01
-3.5101835E+00,5.04762E-01
-3.5098160E+00,5.06715E-01
-3.5094485E+00,5.13551E-01
-3.5090810E+00,5.26246E-01
-3.5087134E+00,5.35035E-01
-3.5083459E+00,5.39918E-01
-3.5079784E+00,5.40895E-01
-3.5076109E+00,5.28199E-01
-3.5072434E+00,5.17457E-01
-3.5068758E+00,5.05738E-01
-3.5065083E+00,5.09645E-01
-3.5061408E+00,5.21363E-01
-3.5057733E+00,5.36012E-01
-3.5054058E+00,5.44801E-01
-3.5050382E+00,5.42848E-01
-3.5046707E+00,5.38941E-01
-3.5043032E+00,5.21363E-01
-3.5039357E+00,5.03785E-01
-3.5035682E+00,5.01832E-01
-3.5032006E+00,5.11598E-01
-3.5028331E+00,5.22340E-01
-3.5024656E+00,5.33082E-01
-3.5020981E+00,5.38941E-01
-3.5017306E+00,5.38941E-01
-3.5013630E+00,5.27223E-01
-3.5009955E+00,5.10621E-01
-3.5006280E+00,5.01832E-01
-3.5002605E+00,5.04762E-01
-3.4998930E+00,5.15504E-01
-3.4995254E+00,5.28199E-01
-3.4991579E+00,5.39918E-01
-3.4987904E+00,5.43824E-01
-3.4984229E+00,5.40895E-01
-3.4980554E+00,5.24293E-01
-3.4976878E+00,5.07691E-01
-3.4973203E+00,5.04762E-01
-3.4969528E+00,5.14527E-01
-3.4965853E+00,5.23316E-01
-3.4962178E+00,5.32105E-01
-3.4958502E+00,5.39918E-01
-3.4954827E+00,5.43824E-01
-3.4951152E+00,5.32105E-01
-3.4947477E+00,5.18434E-01
-3.4943802E+00,5.00855E-01
-3.4940126E+00,5.05738E-01
-3.4936451E+00,5.11598E-01
-3.4932776E+00,5.26246E-01
-3.4929101E+00,5.33082E-01
-3.4925426E+00,5.39918E-01
-3.4921750E+00,5.36988E-01
-3.4918075E+00,5.22340E-01
-3.4914400E+00,5.07691E-01
-3.4910725E+00,5.02809E-01
-3.4907050E+00,5.05738E-01
-3.4903374E+00,5.17457E-01
-3.4899699E+00,5.30152E-01
-3.4896024E+00,5.38941E-01
-3.4892349E+00,5.48707E-01
-3.4888674E+00,5.37965E-01
-3.4884998E+00,5.23316E-01
-3.4881323E+00,5.07691E-01
-3.4877648E+00,5.07691E-01
-3.4873973E+00,5.15504E-01
-3.4870298E+00,5.22340E-01
-3.4866622E+00,5.36988E-01
-3.4862947E+00,5.41871E-01
-3.4859272E+00,5.44801E-01
-3.4855597E+00,5.31129E-01
-3.4851922E+00,5.14527E-01
-3.4848246E+00,5.02809E-01
-3.4844571E+00,5.02809E-01
-3.4840896E+00,5.14527E-01
-3.4837221E+00,5.25270E-01
-3.4833546E+00,5.39918E-01
-3.4829870E+00,5.39918E-01
-3.4826195E+00,5.36012E-01
-3.4822520E+00,5.19410E-01
-3.4818845E+00,5.06715E-01
-3.4815170E+00,5.01832E-01
-3.4811494E+00,5.08668E-01
-3.4807819E+00,5.20387E-01
-3.4804144E+00,5.33082E-01
-3.4800469E+00,5.42848E-01
-3.4796794E+00,5.45777E-01
-3.4793118E+00,5.37965E-01
-3.4789443E+00,5.14527E-01
-3.4785768E+00,5.08668E-01
-3.4782093E+00,5.03785E-01
-3.4778418E+00,5.12574E-01
-3.4774742E+00,5.27223E-01
-3.4771067E+00,5.38941E-01
-3.4767392E+00,5.42848E-01
-3.4763717E+00,5.43824E-01
-3.4760042E+00,5.32105E-01
-3.4756366E+00,5.11598E-01
-3.4752691E+00,5.00855E-01
-3.4749016E+00,5.00855E-01
-3.4745341E+00,5.14527E-01
-3.4741666E+00,5.28199E-01
-3.4737990E+00,5.36012E-01
-3.4734315E+00,5.41871E-01
-3.4730640E+00,5.32105E-01
-3.4726965E+00,5.18434E-01
-3.4723290E+00,5.03785E-01
-3.4719614E+00,5.05738E-01
-3.4715939E+00,5.11598E-01
-3.4712264E+00,5.23316E-01
-3.4708589E+00,5.34059E-01
-3.4704914E+00,5.43824E-01
-3.4701238E+00,5.45777E-01
-3.4697563E+00,5.31129E-01
-3.4693888E+00,5.17457E-01
-3.4690213E+00,5.06715E-01
-3.4686538E+00,5.04762E-01
-3.4682862E+00,5.15504E-01
-3.4679187E+00,5.31129E-01
-3.4675512E+00,5.38941E-01
-3.4671837E+00,5.47730E-01
-3.4668162E+00,5.42848E-01
-3.4664486E+00,5.25270E-01
-3.4660811E+00,5.08668E-01
-3.4657136E+00,5.02809E-01
-3.4653461E+00,5.07691E-01
-3.4649786E+00,5.16480E-01
-3.4646110E+00,5.28199E-01
-3.4642435E+00,5.36988E-01
-3.4638760E+00,5.40895E-01
-3.4635085E+00,5.30152E-01
-3.4631410E+00,5.16480E-01
-3.4627734E+00,5.03785E-01
-3.4624059E+00,5.05738E-01
-3.4620384E+00,5.09645E-01
-3.4616709E+00,5.24293E-01
-3.4613034E+00,5.33082E-01
-3.4609358E+00,5.39918E-01
-3.4605683E+00,5.45777E-01
-3.4602008E+00,5.32105E-01
-3.4598333E+00,5.16480E-01
-3.4594658E+00,5.06715E-01
-3.4590982E+00,5.08668E-01
-3.4587307E+00,5.20387E-01
-3.4583632E+00,5.30152E-01
-3.4579957E+00,5.40895E-01
-3.4576282E+00,5.47730E-01
-3.4572606E+00,5.38941E-01
-3.4568931E+00,5.25270E-01
-3.4565256E+00,5.08668E-01
-3.4561581E+00,5.05738E-01
-3.4557906E+00,5.11598E-01
-3.4554230E+00,5.17457E-01
-3.4550555E+00,5.32105E-01
-3.4546880E+00,5.42848E-01
-3.4543205E+00,5.42848E-01
-3.4539530E+00,5.32105E-01
-3.4535854E+00,5.16480E-01
-3.4532179E+00,5.03785E-01
-3.4528504E+00,5.05738E-01
-3.4524829E+00,5.12574E-01
-3.4521154E+00,5.24293E-01
-3.4517478E+00,5.37965E-01
-3.4513803E+00,5.42848E-01
-3.4510128E+00,5.38941E-01
-3.4506453E+00,5.29176E-01
-3.4502778E+00,5.13551E-01
-3.4499102E+00,5.02809E-01
-3.4495427E+00,5.07691E-01
-3.4491752E+00,5.21363E-01
-3.4488077E+00,5.32105E-01
-3.4484402E+00,5.40895E-01
-3.4480726E+00,5.46754E-01
-3.4477051E+00,5.37965E-01
-3.4473376E+00,5.21363E-01
-3.4469701E+00,5.04762E-01
-3.4466026E+00,5.06715E-01
-3.4462350E+00,5.10621E-01
-3.4458675E+00,5.22340E-01
-3.4455000E+00,5.36012E-01
-3.4451325E+00,5.41871E-01
-3.4447650E+00,5.36988E-01
