,Magnitude (Step of 0.001),N(m)
1352,10.11902474,7
1353,10.12002474,7
1354,10.12102474,7
1355,10.12202474,7
1356,10.12302474,7
1357,10.12402474,7
1358,10.12502474,7
1359,10.12602474,7
1360,10.12702474,7
1361,10.12802474,7
1362,10.12902474,7
1363,10.13002474,7
1364,10.13102474,7
1365,10.13202474,7
1366,10.13302474,7
1367,10.13402474,7
1368,10.13502474,7
1369,10.13602474,7
1370,10.13702474,7
1371,10.13802474,7
1372,10.13902474,7
1373,10.14002474,7
1374,10.14102474,7
1375,10.14202474,7
1376,10.14302474,7
1377,10.14402474,7
1378,10.14502474,7
1379,10.14602474,7
1380,10.14702474,7
1381,10.14802474,7
1382,10.14902474,7
1383,10.15002474,7
1384,10.15102474,8
1385,10.15202474,8
1386,10.15302474,8
1387,10.15402474,8
1388,10.15502474,8
1389,10.15602474,8
1390,10.15702474,8
1391,10.15802474,8
1392,10.15902474,8
1393,10.16002474,8
1394,10.16102474,8
1395,10.16202474,8
1396,10.16302474,8
1397,10.16402474,8
1398,10.16502474,8
1399,10.16602474,8
1400,10.16702474,8
1401,10.16802474,8
1402,10.16902474,8
1403,10.17002474,8
1404,10.17102474,8
1405,10.17202474,8
1406,10.17302474,8
1407,10.17402474,8
1408,10.17502474,8
1409,10.17602474,8
1410,10.17702474,8
1411,10.17802474,8
1412,10.17902474,8
1413,10.18002474,8
1414,10.18102474,8
1415,10.18202474,8
1416,10.18302474,8
1417,10.18402474,8
1418,10.18502474,8
1419,10.18602474,8
1420,10.18702474,8
1421,10.18802474,8
1422,10.18902474,8
1423,10.19002474,8
1424,10.19102474,8
1425,10.19202474,8
1426,10.19302474,8
1427,10.19402474,8
1428,10.19502474,8
1429,10.19602474,8
1430,10.19702474,8
1431,10.19802474,8
1432,10.19902474,8
1433,10.20002474,8
1434,10.20102474,8
1435,10.20202474,8
1436,10.20302474,8
1437,10.20402474,8
1438,10.20502474,8
1439,10.20602474,8
1440,10.20702474,8
1441,10.20802474,8
1442,10.20902474,8
1443,10.21002474,8
1444,10.21102474,8
1445,10.21202474,8
1446,10.21302474,8
1447,10.21402474,8
1448,10.21502474,8
1449,10.21602474,8
1450,10.21702474,8
1451,10.21802474,8
1452,10.21902474,8
1453,10.22002474,8
1454,10.22102474,8
1455,10.22202474,8
1456,10.22302474,8
1457,10.22402474,8
1458,10.22502474,8
1459,10.22602474,8
1460,10.22702474,8
1461,10.22802474,8
1462,10.22902474,8
1463,10.23002474,8
1464,10.23102474,8
1465,10.23202474,8
1466,10.23302474,8
1467,10.23402474,8
1468,10.23502474,8
1469,10.23602474,8
1470,10.23702474,8
1471,10.23802474,8
1472,10.23902474,8
1473,10.24002474,8
1474,10.24102474,8
1475,10.24202474,8
1476,10.24302474,8
1477,10.24402474,8
1478,10.24502474,8
1479,10.24602474,8
1480,10.24702474,8
1481,10.24802474,8
1482,10.24902474,8
1483,10.25002474,8
1484,10.25102474,8
1485,10.25202474,8
1486,10.25302474,8
1487,10.25402474,8
1488,10.25502474,8
1489,10.25602474,8
1490,10.25702474,8
1491,10.25802474,8
1492,10.25902474,8
1493,10.26002474,8
1494,10.26102474,8
1495,10.26202474,8
1496,10.26302474,8
1497,10.26402474,9
1498,10.26502474,9
1499,10.26602474,9
1500,10.26702474,9
1501,10.26802474,9
1502,10.26902474,9
1503,10.27002474,9
1504,10.27102474,9
1505,10.27202474,9
1506,10.27302474,9
1507,10.27402474,9
1508,10.27502474,9
1509,10.27602474,9
1510,10.27702474,9
1511,10.27802474,9
1512,10.27902474,9
1513,10.28002474,9
1514,10.28102474,9
1515,10.28202474,9
1516,10.28302474,9
1517,10.28402474,9
1518,10.28502474,9
1519,10.28602474,9
1520,10.28702474,9
1521,10.28802474,9
1522,10.28902474,9
1523,10.29002474,9
1524,10.29102474,9
1525,10.29202474,9
1526,10.29302474,9
1527,10.29402474,9
1528,10.29502474,9
1529,10.29602474,9
1530,10.29702474,9
1531,10.29802474,9
1532,10.29902474,9
1533,10.30002474,9
1534,10.30102474,9
1535,10.30202474,9
1536,10.30302474,9
1537,10.30402474,9
1538,10.30502474,9
1539,10.30602474,9
1540,10.30702474,9
1541,10.30802474,9
1542,10.30902474,9
1543,10.31002474,9
1544,10.31102474,9
1545,10.31202474,9
1546,10.31302474,9
1547,10.31402474,9
1548,10.31502474,9
1549,10.31602474,9
1550,10.31702474,9
1551,10.31802474,9
1552,10.31902474,9
1553,10.32002474,9
1554,10.32102474,10
1555,10.32202474,10
1556,10.32302474,10
1557,10.32402474,10
1558,10.32502474,10
1559,10.32602474,11
1560,10.32702474,11
1561,10.32802474,11
1562,10.32902474,11
1563,10.33002474,11
1564,10.33102474,11
1565,10.33202474,11
1566,10.33302474,11
1567,10.33402474,11
1568,10.33502474,11
1569,10.33602474,11
1570,10.33702474,11
1571,10.33802474,11
1572,10.33902474,11
1573,10.34002474,11
1574,10.34102474,11
1575,10.34202474,11
1576,10.34302474,11
1577,10.34402474,12
1578,10.34502474,12
1579,10.34602474,12
1580,10.34702474,12
1581,10.34802474,12
1582,10.34902474,12
1583,10.35002474,12
1584,10.35102474,12
1585,10.35202474,12
1586,10.35302474,12
1587,10.35402474,12
1588,10.35502474,12
1589,10.35602474,12
1590,10.35702474,12
1591,10.35802474,12
1592,10.35902474,12
1593,10.36002474,12
1594,10.36102474,12
1595,10.36202474,12
1596,10.36302474,12
1597,10.36402474,12
1598,10.36502474,12
1599,10.36602474,12
1600,10.36702474,12
1601,10.36802474,12
1602,10.36902474,12
1603,10.37002474,12
1604,10.37102474,12
1605,10.37202474,12
1606,10.37302474,12
1607,10.37402474,12
1608,10.37502474,12
1609,10.37602474,12
1610,10.37702474,12
1611,10.37802474,12
1612,10.37902474,12
1613,10.38002474,12
1614,10.38102474,12
1615,10.38202474,12
1616,10.38302474,12
1617,10.38402474,12
1618,10.38502474,12
1619,10.38602474,12
1620,10.38702474,12
1621,10.38802474,12
1622,10.38902474,12
1623,10.39002474,12
1624,10.39102474,12
1625,10.39202474,12
1626,10.39302474,12
1627,10.39402474,12
1628,10.39502474,12
1629,10.39602474,12
1630,10.39702474,12
1631,10.39802474,12
1632,10.39902474,12
1633,10.40002474,12
1634,10.40102474,12
1635,10.40202474,12
1636,10.40302474,12
1637,10.40402474,12
1638,10.40502474,12
1639,10.40602474,12
1640,10.40702474,12
1641,10.40802474,12
1642,10.40902474,12
1643,10.41002474,12
1644,10.41102474,12
1645,10.41202474,12
1646,10.41302474,12
1647,10.41402474,12
1648,10.41502474,12
1649,10.41602474,13
1650,10.41702474,13
1651,10.41802474,13
1652,10.41902474,13
1653,10.42002474,13
1654,10.42102474,13
1655,10.42202474,13
1656,10.42302474,13
1657,10.42402474,13
1658,10.42502474,13
1659,10.42602474,13
1660,10.42702474,13
1661,10.42802474,13
1662,10.42902474,13
1663,10.43002474,13
1664,10.43102474,13
1665,10.43202474,13
1666,10.43302474,13
1667,10.43402474,13
1668,10.43502474,13
1669,10.43602474,13
1670,10.43702474,13
1671,10.43802474,13
1672,10.43902474,13
1673,10.44002474,13
1674,10.44102474,13
1675,10.44202474,13
1676,10.44302474,13
1677,10.44402474,13
1678,10.44502474,13
1679,10.44602474,13
1680,10.44702474,13
1681,10.44802474,13
1682,10.44902474,13
1683,10.45002474,13
1684,10.45102474,13
1685,10.45202474,13
1686,10.45302474,13
1687,10.45402474,13
1688,10.45502474,13
1689,10.45602474,13
1690,10.45702474,13
1691,10.45802474,13
1692,10.45902474,13
1693,10.46002474,13
1694,10.46102474,13
1695,10.46202474,13
1696,10.46302474,13
1697,10.46402474,13
1698,10.46502474,13
1699,10.46602474,13
1700,10.46702474,13
1701,10.46802474,13
1702,10.46902474,13
1703,10.47002474,13
1704,10.47102474,13
1705,10.47202474,13
1706,10.47302474,13
1707,10.47402474,13
1708,10.47502474,13
1709,10.47602474,13
1710,10.47702474,13
1711,10.47802474,13
1712,10.47902474,13
1713,10.48002474,13
1714,10.48102474,13
1715,10.48202474,13
1716,10.48302474,13
1717,10.48402474,13
1718,10.48502474,13
1719,10.48602474,13
1720,10.48702474,13
1721,10.48802474,13
1722,10.48902474,13
1723,10.49002474,13
1724,10.49102474,13
1725,10.49202474,13
1726,10.49302474,13
1727,10.49402474,13
1728,10.49502474,13
1729,10.49602474,13
1730,10.49702474,13
1731,10.49802474,13
1732,10.49902474,13
1733,10.50002474,13
1734,10.50102474,13
1735,10.50202474,13
1736,10.50302474,13
1737,10.50402474,13
1738,10.50502474,13
1739,10.50602474,13
1740,10.50702474,13
1741,10.50802474,13
1742,10.50902474,13
1743,10.51002474,13
1744,10.51102474,13
1745,10.51202474,13
1746,10.51302474,13
1747,10.51402474,13
1748,10.51502474,13
1749,10.51602474,13
1750,10.51702474,13
1751,10.51802474,13
1752,10.51902474,13
1753,10.52002474,13
1754,10.52102474,13
1755,10.52202474,13
1756,10.52302474,13
1757,10.52402474,13
1758,10.52502474,13
1759,10.52602474,13
1760,10.52702474,13
1761,10.52802474,13
1762,10.52902474,13
1763,10.53002474,13
1764,10.53102474,13
1765,10.53202474,13
1766,10.53302474,13
1767,10.53402474,14
1768,10.53502474,14
1769,10.53602474,14
1770,10.53702474,14
1771,10.53802474,14
1772,10.53902474,14
1773,10.54002474,14
1774,10.54102474,14
1775,10.54202474,14
1776,10.54302474,14
1777,10.54402474,14
1778,10.54502474,14
1779,10.54602474,14
1780,10.54702474,14
1781,10.54802474,14
1782,10.54902474,14
1783,10.55002474,14
1784,10.55102474,14
1785,10.55202474,14
1786,10.55302474,14
1787,10.55402474,14
1788,10.55502474,14
1789,10.55602474,14
1790,10.55702474,14
1791,10.55802474,14
1792,10.55902474,14
1793,10.56002474,14
1794,10.56102474,14
1795,10.56202474,14
1796,10.56302474,14
1797,10.56402474,14
1798,10.56502474,14
1799,10.56602474,15
1800,10.56702474,15
1801,10.56802474,15
1802,10.56902474,15
1803,10.57002474,15
1804,10.57102474,15
1805,10.57202474,15
1806,10.57302474,15
1807,10.57402474,15
1808,10.57502474,15
1809,10.57602474,15
1810,10.57702474,15
1811,10.57802474,16
1812,10.57902474,16
1813,10.58002474,16
1814,10.58102474,16
1815,10.58202474,16
1816,10.58302474,16
1817,10.58402474,16
1818,10.58502474,16
1819,10.58602474,16
1820,10.58702474,16
1821,10.58802474,16
1822,10.58902474,16
1823,10.59002474,16
1824,10.59102474,16
1825,10.59202474,16
1826,10.59302474,16
1827,10.59402474,16
1828,10.59502474,16
1829,10.59602474,16
1830,10.59702474,16
1831,10.59802474,16
1832,10.59902474,16
1833,10.60002474,16
1834,10.60102474,16
1835,10.60202474,16
1836,10.60302474,16
1837,10.60402474,16
1838,10.60502474,16
1839,10.60602474,16
1840,10.60702474,16
1841,10.60802474,16
1842,10.60902474,16
1843,10.61002474,16
1844,10.61102474,16
1845,10.61202474,16
1846,10.61302474,16
1847,10.61402474,16
1848,10.61502474,16
1849,10.61602474,16
1850,10.61702474,16
1851,10.61802474,16
1852,10.61902474,16
1853,10.62002474,16
1854,10.62102474,16
1855,10.62202474,16
1856,10.62302474,16
1857,10.62402474,16
1858,10.62502474,16
1859,10.62602474,16
1860,10.62702474,16
1861,10.62802474,16
1862,10.62902474,16
1863,10.63002474,16
1864,10.63102474,16
1865,10.63202474,16
1866,10.63302474,16
1867,10.63402474,16
1868,10.63502474,16
1869,10.63602474,16
1870,10.63702474,16
1871,10.63802474,16
1872,10.63902474,16
1873,10.64002474,17
1874,10.64102474,17
1875,10.64202474,17
1876,10.64302474,17
1877,10.64402474,17
1878,10.64502474,17
1879,10.64602474,17
1880,10.64702474,17
1881,10.64802474,17
1882,10.64902474,17
1883,10.65002474,17
1884,10.65102474,17
1885,10.65202474,17
1886,10.65302474,17
1887,10.65402474,17
1888,10.65502474,17
1889,10.65602474,17
1890,10.65702474,17
1891,10.65802474,17
1892,10.65902474,17
1893,10.66002474,17
1894,10.66102474,17
1895,10.66202474,17
1896,10.66302474,17
1897,10.66402474,17
1898,10.66502474,17
1899,10.66602474,17
1900,10.66702474,17
1901,10.66802474,17
1902,10.66902474,17
1903,10.67002474,17
1904,10.67102474,17
1905,10.67202474,17
1906,10.67302474,17
1907,10.67402474,17
1908,10.67502474,17
1909,10.67602474,17
1910,10.67702474,17
1911,10.67802474,17
1912,10.67902474,17
1913,10.68002474,17
1914,10.68102474,17
1915,10.68202474,17
1916,10.68302474,17
1917,10.68402474,17
1918,10.68502474,17
1919,10.68602474,17
1920,10.68702474,17
1921,10.68802474,17
1922,10.68902474,17
1923,10.69002474,17
1924,10.69102474,17
1925,10.69202474,17
1926,10.69302474,17
1927,10.69402474,17
1928,10.69502474,17
1929,10.69602474,17
1930,10.69702474,17
1931,10.69802474,17
1932,10.69902474,17
1933,10.70002474,17
1934,10.70102474,17
1935,10.70202474,17
1936,10.70302474,17
1937,10.70402474,17
1938,10.70502474,17
1939,10.70602474,17
1940,10.70702474,17
1941,10.70802474,17
1942,10.70902474,17
1943,10.71002474,17
1944,10.71102474,17
1945,10.71202474,17
1946,10.71302474,17
1947,10.71402474,17
1948,10.71502474,17
1949,10.71602474,17
1950,10.71702474,17
1951,10.71802474,17
1952,10.71902474,17
1953,10.72002474,17
1954,10.72102474,17
1955,10.72202474,17
1956,10.72302474,17
1957,10.72402474,17
1958,10.72502474,17
1959,10.72602474,17
1960,10.72702474,17
1961,10.72802474,17
1962,10.72902474,17
1963,10.73002474,17
1964,10.73102474,17
1965,10.73202474,17
1966,10.73302474,17
1967,10.73402474,17
1968,10.73502474,17
1969,10.73602474,17
1970,10.73702474,18
1971,10.73802474,18
1972,10.73902474,19
1973,10.74002474,19
1974,10.74102474,19
1975,10.74202474,19
1976,10.74302474,19
1977,10.74402474,19
1978,10.74502474,19
1979,10.74602474,19
1980,10.74702474,19
1981,10.74802474,19
1982,10.74902474,19
1983,10.75002474,19
1984,10.75102474,19
1985,10.75202474,19
1986,10.75302474,19
1987,10.75402474,19
1988,10.75502474,19
1989,10.75602474,19
1990,10.75702474,19
1991,10.75802474,19
1992,10.75902474,19
1993,10.76002474,19
1994,10.76102474,19
1995,10.76202474,19
1996,10.76302474,19
1997,10.76402474,19
1998,10.76502474,19
1999,10.76602474,19
2000,10.76702474,19
2001,10.76802474,19
2002,10.76902474,19
2003,10.77002474,19
2004,10.77102474,19
2005,10.77202474,19
2006,10.77302474,20
2007,10.77402474,20
2008,10.77502474,20
2009,10.77602474,20
2010,10.77702474,20
2011,10.77802474,20
2012,10.77902474,20
2013,10.78002474,20
2014,10.78102474,20
2015,10.78202474,20
2016,10.78302474,20
2017,10.78402474,20
2018,10.78502474,20
2019,10.78602474,20
2020,10.78702474,20
2021,10.78802474,20
2022,10.78902474,20
2023,10.79002474,20
2024,10.79102474,20
2025,10.79202474,20
2026,10.79302474,20
2027,10.79402474,20
2028,10.79502474,20
2029,10.79602474,20
2030,10.79702474,20
2031,10.79802474,20
2032,10.79902474,20
2033,10.80002474,20
2034,10.80102474,20
2035,10.80202474,20
2036,10.80302474,20
2037,10.80402474,20
2038,10.80502474,20
2039,10.80602474,20
2040,10.80702474,20
2041,10.80802474,20
2042,10.80902474,20
2043,10.81002474,20
2044,10.81102474,20
2045,10.81202474,20
2046,10.81302474,20
2047,10.81402474,20
2048,10.81502474,20
2049,10.81602474,20
2050,10.81702474,20
2051,10.81802474,20
2052,10.81902474,20
2053,10.82002474,20
2054,10.82102474,20
2055,10.82202474,20
2056,10.82302474,20
2057,10.82402474,20
2058,10.82502474,20
2059,10.82602474,20
2060,10.82702474,20
2061,10.82802474,20
2062,10.82902474,20
2063,10.83002474,20
2064,10.83102474,21
2065,10.83202474,21
2066,10.83302474,21
2067,10.83402474,21
2068,10.83502474,21
2069,10.83602474,21
2070,10.83702474,21
2071,10.83802474,21
2072,10.83902474,21
2073,10.84002474,21
2074,10.84102474,21
2075,10.84202474,21
2076,10.84302474,21
2077,10.84402474,21
2078,10.84502474,21
2079,10.84602474,21
2080,10.84702474,21
2081,10.84802474,21
2082,10.84902474,21
2083,10.85002474,21
2084,10.85102474,21
2085,10.85202474,21
2086,10.85302474,21
2087,10.85402474,21
2088,10.85502474,21
2089,10.85602474,21
2090,10.85702474,21
2091,10.85802474,21
2092,10.85902474,21
2093,10.86002474,21
2094,10.86102474,21
2095,10.86202474,22
2096,10.86302474,22
2097,10.86402474,22
2098,10.86502474,22
2099,10.86602474,22
2100,10.86702474,22
2101,10.86802474,22
2102,10.86902474,22
2103,10.87002474,22
2104,10.87102474,22
2105,10.87202474,22
2106,10.87302474,22
2107,10.87402474,22
2108,10.87502474,22
2109,10.87602474,22
2110,10.87702474,22
2111,10.87802474,22
2112,10.87902474,22
2113,10.88002474,22
2114,10.88102474,22
2115,10.88202474,22
2116,10.88302474,22
2117,10.88402474,22
2118,10.88502474,22
2119,10.88602474,22
2120,10.88702474,22
2121,10.88802474,22
2122,10.88902474,22
2123,10.89002474,22
2124,10.89102474,22
2125,10.89202474,22
2126,10.89302474,22
2127,10.89402474,22
2128,10.89502474,22
2129,10.89602474,22
2130,10.89702474,22
2131,10.89802474,22
2132,10.89902474,22
2133,10.90002474,22
2134,10.90102474,22
2135,10.90202474,22
2136,10.90302474,22
2137,10.90402474,22
2138,10.90502474,22
2139,10.90602474,22
2140,10.90702474,22
2141,10.90802474,22
2142,10.90902474,22
2143,10.91002474,22
2144,10.91102474,22
2145,10.91202474,22
2146,10.91302474,22
2147,10.91402474,22
2148,10.91502474,22
2149,10.91602474,22
2150,10.91702474,22
2151,10.91802474,22
2152,10.91902474,22
2153,10.92002474,22
2154,10.92102474,22
2155,10.92202474,22
2156,10.92302474,22
2157,10.92402474,22
2158,10.92502474,22
2159,10.92602474,22
2160,10.92702474,22
2161,10.92802474,22
2162,10.92902474,22
2163,10.93002474,22
2164,10.93102474,22
2165,10.93202474,22
2166,10.93302474,22
2167,10.93402474,22
2168,10.93502474,22
2169,10.93602474,22
2170,10.93702474,22
2171,10.93802474,22
2172,10.93902474,22
2173,10.94002474,22
2174,10.94102474,22
2175,10.94202474,22
2176,10.94302474,22
2177,10.94402474,22
2178,10.94502474,22
2179,10.94602474,22
2180,10.94702474,22
2181,10.94802474,22
2182,10.94902474,22
2183,10.95002474,22
2184,10.95102474,22
2185,10.95202474,22
2186,10.95302474,22
2187,10.95402474,22
2188,10.95502474,22
2189,10.95602474,22
2190,10.95702474,22
2191,10.95802474,22
2192,10.95902474,22
2193,10.96002474,22
2194,10.96102474,22
2195,10.96202474,22
2196,10.96302474,22
2197,10.96402474,22
2198,10.96502474,22
2199,10.96602474,22
2200,10.96702474,22
2201,10.96802474,22
2202,10.96902474,22
2203,10.97002474,22
2204,10.97102474,22
2205,10.97202474,22
2206,10.97302474,22
2207,10.97402474,22
2208,10.97502474,22
2209,10.97602474,23
2210,10.97702474,23
2211,10.97802474,23
2212,10.97902474,23
2213,10.98002474,23
2214,10.98102474,23
2215,10.98202474,23
2216,10.98302474,23
2217,10.98402474,23
2218,10.98502474,23
2219,10.98602474,23
2220,10.98702474,23
2221,10.98802474,23
2222,10.98902474,23
2223,10.99002474,23
2224,10.99102474,23
2225,10.99202474,23
2226,10.99302474,23
2227,10.99402474,23
2228,10.99502474,23
2229,10.99602474,23
2230,10.99702474,23
2231,10.99802474,23
2232,10.99902474,23
2233,11.00002474,23
2234,11.00102474,23
2235,11.00202474,23
2236,11.00302474,23
2237,11.00402474,23
2238,11.00502474,23
2239,11.00602474,23
2240,11.00702474,23
2241,11.00802474,23
2242,11.00902474,23
2243,11.01002474,23
2244,11.01102474,23
2245,11.01202474,23
2246,11.01302474,24
2247,11.01402474,24
2248,11.01502474,24
2249,11.01602474,24
2250,11.01702474,24
2251,11.01802474,24
2252,11.01902474,25
2253,11.02002474,25
2254,11.02102474,25
2255,11.02202474,25
2256,11.02302474,25
2257,11.02402474,25
2258,11.02502474,25
2259,11.02602474,25
2260,11.02702474,25
2261,11.02802474,25
2262,11.02902474,25
2263,11.03002474,25
2264,11.03102474,25
2265,11.03202474,25
2266,11.03302474,25
2267,11.03402474,25
2268,11.03502474,25
2269,11.03602474,25
2270,11.03702474,25
2271,11.03802474,25
2272,11.03902474,25
2273,11.04002474,25
2274,11.04102474,25
2275,11.04202474,26
2276,11.04302474,26
2277,11.04402474,27
2278,11.04502474,27
2279,11.04602474,27
2280,11.04702474,27
2281,11.04802474,27
2282,11.04902474,27
2283,11.05002474,27
2284,11.05102474,27
2285,11.05202474,27
2286,11.05302474,27
2287,11.05402474,27
2288,11.05502474,27
2289,11.05602474,28
2290,11.05702474,28
2291,11.05802474,28
2292,11.05902474,28
2293,11.06002474,28
2294,11.06102474,28
2295,11.06202474,28
2296,11.06302474,28
2297,11.06402474,28
2298,11.06502474,28
2299,11.06602474,28
2300,11.06702474,28
2301,11.06802474,28
2302,11.06902474,28
2303,11.07002474,28
2304,11.07102474,28
2305,11.07202474,28
2306,11.07302474,28
2307,11.07402474,28
2308,11.07502474,28
2309,11.07602474,28
2310,11.07702474,28
2311,11.07802474,28
2312,11.07902474,28
2313,11.08002474,28
2314,11.08102474,28
2315,11.08202474,28
2316,11.08302474,28
2317,11.08402474,28
2318,11.08502474,28
2319,11.08602474,28
2320,11.08702474,28
2321,11.08802474,28
2322,11.08902474,28
2323,11.09002474,28
2324,11.09102474,28
2325,11.09202474,29
2326,11.09302474,29
2327,11.09402474,29
2328,11.09502474,29
2329,11.09602474,29
2330,11.09702474,29
2331,11.09802474,29
2332,11.09902474,29
2333,11.10002474,29
2334,11.10102474,29
2335,11.10202474,29
2336,11.10302474,29
2337,11.10402474,29
2338,11.10502474,29
2339,11.10602474,29
2340,11.10702474,29
2341,11.10802474,29
2342,11.10902474,29
2343,11.11002474,30
2344,11.11102474,30
2345,11.11202474,30
2346,11.11302474,30
2347,11.11402474,30
2348,11.11502474,30
2349,11.11602474,30
2350,11.11702474,30
2351,11.11802474,30
2352,11.11902474,30
2353,11.12002474,30
2354,11.12102474,30
2355,11.12202474,30
2356,11.12302474,30
2357,11.12402474,30
2358,11.12502474,30
2359,11.12602474,30
2360,11.12702474,30
2361,11.12802474,30
2362,11.12902474,30
2363,11.13002474,30
2364,11.13102474,30
2365,11.13202474,30
2366,11.13302474,30
2367,11.13402474,30
2368,11.13502474,30
2369,11.13602474,30
2370,11.13702474,30
2371,11.13802474,30
2372,11.13902474,30
2373,11.14002474,30
2374,11.14102474,30
2375,11.14202474,30
2376,11.14302474,30
2377,11.14402474,30
2378,11.14502474,30
2379,11.14602474,30
2380,11.14702474,30
2381,11.14802474,30
2382,11.14902474,30
2383,11.15002474,30
2384,11.15102474,30
2385,11.15202474,30
2386,11.15302474,30
2387,11.15402474,30
2388,11.15502474,30
2389,11.15602474,30
2390,11.15702474,30
2391,11.15802474,30
2392,11.15902474,30
2393,11.16002474,31
2394,11.16102474,31
2395,11.16202474,31
2396,11.16302474,31
2397,11.16402474,31
2398,11.16502474,31
2399,11.16602474,31
2400,11.16702474,31
2401,11.16802474,31
2402,11.16902474,31
2403,11.17002474,31
2404,11.17102474,31
2405,11.17202474,31
2406,11.17302474,31
2407,11.17402474,31
2408,11.17502474,31
2409,11.17602474,31
2410,11.17702474,31
2411,11.17802474,31
2412,11.17902474,31
2413,11.18002474,31
2414,11.18102474,31
2415,11.18202474,31
2416,11.18302474,31
2417,11.18402474,31
2418,11.18502474,31
2419,11.18602474,31
2420,11.18702474,31
2421,11.18802474,31
2422,11.18902474,31
2423,11.19002474,31
2424,11.19102474,31
2425,11.19202474,31
2426,11.19302474,31
2427,11.19402474,31
2428,11.19502474,31
2429,11.19602474,31
2430,11.19702474,31
2431,11.19802474,31
2432,11.19902474,31
2433,11.20002474,31
2434,11.20102474,31
2435,11.20202474,31
2436,11.20302474,31
2437,11.20402474,31
2438,11.20502474,31
2439,11.20602474,32
2440,11.20702474,32
2441,11.20802474,32
2442,11.20902474,32
2443,11.21002474,33
2444,11.21102474,33
2445,11.21202474,33
2446,11.21302474,33
2447,11.21402474,33
2448,11.21502474,33
2449,11.21602474,33
2450,11.21702474,33
2451,11.21802474,33
2452,11.21902474,33
2453,11.22002474,33
2454,11.22102474,33
2455,11.22202474,33
2456,11.22302474,33
2457,11.22402474,33
2458,11.22502474,33
2459,11.22602474,33
2460,11.22702474,33
2461,11.22802474,33
2462,11.22902474,33
2463,11.23002474,33
2464,11.23102474,33
2465,11.23202474,33
2466,11.23302474,33
2467,11.23402474,33
2468,11.23502474,33
2469,11.23602474,33
2470,11.23702474,33
2471,11.23802474,33
2472,11.23902474,33
2473,11.24002474,33
2474,11.24102474,33
2475,11.24202474,33
2476,11.24302474,33
2477,11.24402474,33
2478,11.24502474,33
2479,11.24602474,33
2480,11.24702474,33
2481,11.24802474,33
2482,11.24902474,33
2483,11.25002474,33
2484,11.25102474,33
2485,11.25202474,33
2486,11.25302474,33
2487,11.25402474,33
2488,11.25502474,33
2489,11.25602474,33
2490,11.25702474,33
2491,11.25802474,33
2492,11.25902474,33
2493,11.26002474,33
2494,11.26102474,33
2495,11.26202474,33
2496,11.26302474,33
2497,11.26402474,33
2498,11.26502474,33
2499,11.26602474,33
2500,11.26702474,33
2501,11.26802474,34
2502,11.26902474,34
2503,11.27002474,34
2504,11.27102474,34
2505,11.27202474,34
2506,11.27302474,34
2507,11.27402474,34
2508,11.27502474,34
2509,11.27602474,34
2510,11.27702474,34
2511,11.27802474,34
2512,11.27902474,34
2513,11.28002474,34
2514,11.28102474,34
2515,11.28202474,34
2516,11.28302474,34
2517,11.28402474,35
2518,11.28502474,35
2519,11.28602474,35
2520,11.28702474,35
2521,11.28802474,35
2522,11.28902474,35
2523,11.29002474,35
2524,11.29102474,35
2525,11.29202474,35
2526,11.29302474,36
2527,11.29402474,36
2528,11.29502474,36
2529,11.29602474,36
2530,11.29702474,36
2531,11.29802474,36
2532,11.29902474,36
2533,11.30002474,36
2534,11.30102474,36
2535,11.30202474,36
2536,11.30302474,36
2537,11.30402474,36
2538,11.30502474,36
2539,11.30602474,36
2540,11.30702474,36
2541,11.30802474,36
2542,11.30902474,36
2543,11.31002474,36
2544,11.31102474,36
2545,11.31202474,36
2546,11.31302474,36
2547,11.31402474,36
2548,11.31502474,36
2549,11.31602474,36
2550,11.31702474,36
2551,11.31802474,36
2552,11.31902474,36
2553,11.32002474,36
2554,11.32102474,36
2555,11.32202474,36
2556,11.32302474,36
2557,11.32402474,36
2558,11.32502474,36
2559,11.32602474,36
2560,11.32702474,36
2561,11.32802474,36
2562,11.32902474,36
2563,11.33002474,36
2564,11.33102474,36
2565,11.33202474,36
2566,11.33302474,36
2567,11.33402474,36
2568,11.33502474,36
2569,11.33602474,36
2570,11.33702474,36
2571,11.33802474,36
2572,11.33902474,36
2573,11.34002474,36
2574,11.34102474,36
2575,11.34202474,36
2576,11.34302474,36
2577,11.34402474,36
2578,11.34502474,36
2579,11.34602474,36
2580,11.34702474,36
2581,11.34802474,36
2582,11.34902474,36
2583,11.35002474,36
2584,11.35102474,36
2585,11.35202474,36
2586,11.35302474,36
2587,11.35402474,36
2588,11.35502474,36
2589,11.35602474,36
2590,11.35702474,36
2591,11.35802474,36
2592,11.35902474,36
2593,11.36002474,36
2594,11.36102474,36
2595,11.36202474,36
2596,11.36302474,36
2597,11.36402474,36
2598,11.36502474,36
2599,11.36602474,36
2600,11.36702474,36
2601,11.36802474,36
2602,11.36902474,36
2603,11.37002474,36
2604,11.37102474,36
2605,11.37202474,36
2606,11.37302474,36
2607,11.37402474,36
2608,11.37502474,36
2609,11.37602474,36
2610,11.37702474,36
2611,11.37802474,36
2612,11.37902474,36
2613,11.38002474,36
2614,11.38102474,36
2615,11.38202474,36
2616,11.38302474,36
2617,11.38402474,36
2618,11.38502474,36
2619,11.38602474,36
2620,11.38702474,36
2621,11.38802474,36
