,Magnitude (Step of 0.001),N(m)
3892,12.65902474,87
3893,12.66002474,88
3894,12.66102474,88
3895,12.66202474,88
3896,12.66302474,88
3897,12.66402474,88
3898,12.66502474,88
3899,12.66602474,88
3900,12.66702474,88
3901,12.66802474,88
3902,12.66902474,88
3903,12.67002474,88
3904,12.67102474,88
3905,12.67202474,88
3906,12.67302474,88
3907,12.67402474,88
3908,12.67502474,88
3909,12.67602474,88
3910,12.67702474,88
3911,12.67802474,88
3912,12.67902474,88
3913,12.68002474,88
3914,12.68102474,88
3915,12.68202474,88
3916,12.68302474,88
3917,12.68402474,88
3918,12.68502474,88
3919,12.68602474,88
3920,12.68702474,88
3921,12.68802474,88
3922,12.68902474,88
3923,12.69002474,88
3924,12.69102474,88
3925,12.69202474,88
3926,12.69302474,88
3927,12.69402474,88
3928,12.69502474,88
3929,12.69602474,88
3930,12.69702474,88
3931,12.69802474,88
3932,12.69902474,88
3933,12.70002474,88
3934,12.70102474,88
3935,12.70202474,89
3936,12.70302474,89
3937,12.70402474,89
3938,12.70502474,89
3939,12.70602474,89
3940,12.70702474,90
3941,12.70802474,90
3942,12.70902474,91
3943,12.71002474,91
3944,12.71102474,91
3945,12.71202474,91
3946,12.71302474,91
3947,12.71402474,91
3948,12.71502474,91
3949,12.71602474,91
3950,12.71702474,91
3951,12.71802474,91
3952,12.71902474,91
3953,12.72002474,91
3954,12.72102474,91
3955,12.72202474,91
3956,12.72302474,91
3957,12.72402474,91
3958,12.72502474,91
3959,12.72602474,91
3960,12.72702474,91
3961,12.72802474,91
3962,12.72902474,91
3963,12.73002474,91
3964,12.73102474,91
3965,12.73202474,91
3966,12.73302474,91
3967,12.73402474,91
3968,12.73502474,91
3969,12.73602474,91
3970,12.73702474,94
3971,12.73802474,94
3972,12.73902474,95
3973,12.74002474,95
3974,12.74102474,96
3975,12.74202474,96
3976,12.74302474,96
3977,12.74402474,96
3978,12.74502474,96
3979,12.74602474,97
3980,12.74702474,97
3981,12.74802474,97
3982,12.74902474,97
3983,12.75002474,97
3984,12.75102474,97
3985,12.75202474,97
3986,12.75302474,97
3987,12.75402474,97
3988,12.75502474,97
3989,12.75602474,97
3990,12.75702474,97
3991,12.75802474,97
3992,12.75902474,97
3993,12.76002474,97
3994,12.76102474,97
3995,12.76202474,97
3996,12.76302474,97
3997,12.76402474,97
3998,12.76502474,97
3999,12.76602474,97
4000,12.76702474,97
4001,12.76802474,97
4002,12.76902474,97
4003,12.77002474,97
4004,12.77102474,97
4005,12.77202474,97
4006,12.77302474,97
4007,12.77402474,97
4008,12.77502474,97
4009,12.77602474,97
4010,12.77702474,97
4011,12.77802474,97
4012,12.77902474,97
4013,12.78002474,97
4014,12.78102474,97
4015,12.78202474,97
4016,12.78302474,98
4017,12.78402474,99
4018,12.78502474,99
4019,12.78602474,99
4020,12.78702474,99
4021,12.78802474,99
4022,12.78902474,99
4023,12.79002474,99
4024,12.79102474,99
4025,12.79202474,99
4026,12.79302474,99
4027,12.79402474,99
4028,12.79502474,99
4029,12.79602474,99
4030,12.79702474,99
4031,12.79802474,99
4032,12.79902474,99
4033,12.80002474,99
4034,12.80102474,99
4035,12.80202474,99
4036,12.80302474,99
4037,12.80402474,100
4038,12.80502474,100
4039,12.80602474,101
4040,12.80702474,101
4041,12.80802474,101
4042,12.80902474,101
4043,12.81002474,101
4044,12.81102474,101
4045,12.81202474,101
4046,12.81302474,101
4047,12.81402474,101
4048,12.81502474,101
4049,12.81602474,102
4050,12.81702474,102
4051,12.81802474,103
4052,12.81902474,103
4053,12.82002474,103
4054,12.82102474,104
4055,12.82202474,104
4056,12.82302474,104
4057,12.82402474,104
4058,12.82502474,104
4059,12.82602474,104
4060,12.82702474,104
4061,12.82802474,104
4062,12.82902474,104
4063,12.83002474,104
4064,12.83102474,104
4065,12.83202474,104
4066,12.83302474,104
4067,12.83402474,104
4068,12.83502474,104
4069,12.83602474,104
4070,12.83702474,104
4071,12.83802474,104
4072,12.83902474,104
4073,12.84002474,104
4074,12.84102474,104
4075,12.84202474,104
4076,12.84302474,104
4077,12.84402474,104
4078,12.84502474,104
4079,12.84602474,104
4080,12.84702474,104
4081,12.84802474,104
4082,12.84902474,104
4083,12.85002474,104
4084,12.85102474,105
4085,12.85202474,105
4086,12.85302474,105
4087,12.85402474,105
4088,12.85502474,105
4089,12.85602474,105
4090,12.85702474,105
4091,12.85802474,105
4092,12.85902474,106
4093,12.86002474,106
4094,12.86102474,106
4095,12.86202474,106
4096,12.86302474,107
4097,12.86402474,107
4098,12.86502474,107
4099,12.86602474,107
4100,12.86702474,107
4101,12.86802474,107
4102,12.86902474,107
4103,12.87002474,107
4104,12.87102474,107
4105,12.87202474,107
4106,12.87302474,107
4107,12.87402474,107
4108,12.87502474,107
4109,12.87602474,107
4110,12.87702474,107
4111,12.87802474,107
4112,12.87902474,107
4113,12.88002474,107
4114,12.88102474,107
4115,12.88202474,107
4116,12.88302474,107
4117,12.88402474,107
4118,12.88502474,107
4119,12.88602474,107
4120,12.88702474,107
4121,12.88802474,107
4122,12.88902474,107
4123,12.89002474,107
4124,12.89102474,107
4125,12.89202474,107
4126,12.89302474,107
4127,12.89402474,107
4128,12.89502474,107
4129,12.89602474,107
4130,12.89702474,107
4131,12.89802474,107
4132,12.89902474,108
4133,12.90002474,108
4134,12.90102474,108
4135,12.90202474,108
4136,12.90302474,108
4137,12.90402474,108
4138,12.90502474,108
4139,12.90602474,108
4140,12.90702474,108
4141,12.90802474,108
4142,12.90902474,108
4143,12.91002474,108
4144,12.91102474,108
4145,12.91202474,108
4146,12.91302474,108
4147,12.91402474,108
4148,12.91502474,108
4149,12.91602474,108
4150,12.91702474,108
4151,12.91802474,108
4152,12.91902474,108
4153,12.92002474,108
4154,12.92102474,108
4155,12.92202474,108
4156,12.92302474,108
4157,12.92402474,108
4158,12.92502474,108
4159,12.92602474,108
4160,12.92702474,108
4161,12.92802474,108
4162,12.92902474,108
4163,12.93002474,108
4164,12.93102474,108
4165,12.93202474,108
4166,12.93302474,108
4167,12.93402474,108
4168,12.93502474,108
4169,12.93602474,108
4170,12.93702474,109
4171,12.93802474,109
4172,12.93902474,110
4173,12.94002474,110
4174,12.94102474,110
4175,12.94202474,110
4176,12.94302474,110
4177,12.94402474,110
4178,12.94502474,110
4179,12.94602474,110
4180,12.94702474,110
4181,12.94802474,110
4182,12.94902474,110
4183,12.95002474,110
4184,12.95102474,110
4185,12.95202474,110
4186,12.95302474,110
4187,12.95402474,110
4188,12.95502474,110
4189,12.95602474,110
4190,12.95702474,110
4191,12.95802474,110
4192,12.95902474,110
4193,12.96002474,110
4194,12.96102474,110
4195,12.96202474,110
4196,12.96302474,110
4197,12.96402474,110
4198,12.96502474,110
4199,12.96602474,110
4200,12.96702474,110
4201,12.96802474,110
4202,12.96902474,110
4203,12.97002474,110
4204,12.97102474,110
4205,12.97202474,110
4206,12.97302474,110
4207,12.97402474,110
4208,12.97502474,110
4209,12.97602474,110
4210,12.97702474,110
4211,12.97802474,110
4212,12.97902474,110
4213,12.98002474,110
4214,12.98102474,110
4215,12.98202474,111
4216,12.98302474,111
4217,12.98402474,112
4218,12.98502474,112
4219,12.98602474,113
4220,12.98702474,113
4221,12.98802474,113
4222,12.98902474,113
4223,12.99002474,113
4224,12.99102474,113
4225,12.99202474,113
4226,12.99302474,113
4227,12.99402474,113
4228,12.99502474,113
4229,12.99602474,113
4230,12.99702474,113
4231,12.99802474,113
4232,12.99902474,113
4233,13.00002474,113
4234,13.00102474,113
4235,13.00202474,113
4236,13.00302474,113
4237,13.00402474,113
4238,13.00502474,113
4239,13.00602474,113
4240,13.00702474,113
4241,13.00802474,113
4242,13.00902474,113
4243,13.01002474,113
4244,13.01102474,113
4245,13.01202474,113
4246,13.01302474,113
4247,13.01402474,113
4248,13.01502474,113
4249,13.01602474,113
4250,13.01702474,113
4251,13.01802474,113
4252,13.01902474,113
4253,13.02002474,113
4254,13.02102474,113
4255,13.02202474,113
4256,13.02302474,113
4257,13.02402474,113
4258,13.02502474,113
4259,13.02602474,113
4260,13.02702474,113
4261,13.02802474,113
4262,13.02902474,113
4263,13.03002474,113
4264,13.03102474,113
4265,13.03202474,113
4266,13.03302474,114
4267,13.03402474,114
4268,13.03502474,114
4269,13.03602474,114
4270,13.03702474,115
4271,13.03802474,115
4272,13.03902474,115
4273,13.04002474,115
4274,13.04102474,115
4275,13.04202474,115
4276,13.04302474,115
4277,13.04402474,115
4278,13.04502474,115
4279,13.04602474,115
4280,13.04702474,115
4281,13.04802474,115
4282,13.04902474,115
4283,13.05002474,115
4284,13.05102474,115
4285,13.05202474,115
4286,13.05302474,115
4287,13.05402474,115
4288,13.05502474,115
4289,13.05602474,115
4290,13.05702474,115
4291,13.05802474,115
4292,13.05902474,115
4293,13.06002474,115
4294,13.06102474,115
4295,13.06202474,115
4296,13.06302474,115
4297,13.06402474,115
4298,13.06502474,115
4299,13.06602474,115
4300,13.06702474,115
4301,13.06802474,115
4302,13.06902474,115
4303,13.07002474,115
4304,13.07102474,115
4305,13.07202474,115
4306,13.07302474,115
4307,13.07402474,115
4308,13.07502474,115
4309,13.07602474,115
4310,13.07702474,116
4311,13.07802474,116
4312,13.07902474,116
4313,13.08002474,118
4314,13.08102474,118
4315,13.08202474,118
4316,13.08302474,118
4317,13.08402474,118
4318,13.08502474,118
4319,13.08602474,118
4320,13.08702474,118
4321,13.08802474,118
4322,13.08902474,118
4323,13.09002474,118
4324,13.09102474,118
4325,13.09202474,118
4326,13.09302474,118
4327,13.09402474,118
4328,13.09502474,118
4329,13.09602474,118
4330,13.09702474,118
4331,13.09802474,118
4332,13.09902474,118
4333,13.10002474,118
4334,13.10102474,118
4335,13.10202474,118
4336,13.10302474,118
4337,13.10402474,118
4338,13.10502474,118
4339,13.10602474,118
4340,13.10702474,118
4341,13.10802474,118
4342,13.10902474,118
4343,13.11002474,118
4344,13.11102474,118
4345,13.11202474,118
4346,13.11302474,118
4347,13.11402474,118
4348,13.11502474,118
4349,13.11602474,118
4350,13.11702474,118
4351,13.11802474,118
4352,13.11902474,118
4353,13.12002474,118
4354,13.12102474,118
4355,13.12202474,118
4356,13.12302474,118
4357,13.12402474,118
4358,13.12502474,118
4359,13.12602474,118
4360,13.12702474,119
4361,13.12802474,119
4362,13.12902474,119
4363,13.13002474,120
4364,13.13102474,121
4365,13.13202474,122
4366,13.13302474,123
4367,13.13402474,124
4368,13.13502474,124
4369,13.13602474,124
4370,13.13702474,124
4371,13.13802474,124
4372,13.13902474,124
4373,13.14002474,124
4374,13.14102474,124
4375,13.14202474,124
4376,13.14302474,124
4377,13.14402474,124
4378,13.14502474,124
4379,13.14602474,124
4380,13.14702474,124
4381,13.14802474,124
4382,13.14902474,124
4383,13.15002474,124
4384,13.15102474,124
4385,13.15202474,124
4386,13.15302474,124
4387,13.15402474,124
4388,13.15502474,124
4389,13.15602474,124
4390,13.15702474,124
4391,13.15802474,124
4392,13.15902474,124
4393,13.16002474,124
4394,13.16102474,124
4395,13.16202474,124
4396,13.16302474,124
4397,13.16402474,124
4398,13.16502474,124
4399,13.16602474,124
4400,13.16702474,124
4401,13.16802474,124
4402,13.16902474,124
4403,13.17002474,124
4404,13.17102474,124
4405,13.17202474,124
4406,13.17302474,124
4407,13.17402474,124
4408,13.17502474,124
4409,13.17602474,124
4410,13.17702474,124
4411,13.17802474,124
4412,13.17902474,124
4413,13.18002474,124
4414,13.18102474,125
4415,13.18202474,125
4416,13.18302474,125
4417,13.18402474,126
4418,13.18502474,128
4419,13.18602474,128
4420,13.18702474,128
4421,13.18802474,128
4422,13.18902474,128
4423,13.19002474,128
4424,13.19102474,128
4425,13.19202474,128
4426,13.19302474,128
4427,13.19402474,128
4428,13.19502474,128
4429,13.19602474,128
4430,13.19702474,128
4431,13.19802474,128
4432,13.19902474,128
4433,13.20002474,128
4434,13.20102474,128
4435,13.20202474,128
4436,13.20302474,128
4437,13.20402474,128
4438,13.20502474,128
4439,13.20602474,128
4440,13.20702474,128
4441,13.20802474,128
4442,13.20902474,128
4443,13.21002474,128
4444,13.21102474,128
4445,13.21202474,128
4446,13.21302474,128
4447,13.21402474,128
4448,13.21502474,128
4449,13.21602474,128
4450,13.21702474,128
4451,13.21802474,128
4452,13.21902474,128
4453,13.22002474,128
4454,13.22102474,128
4455,13.22202474,128
4456,13.22302474,128
4457,13.22402474,128
4458,13.22502474,128
4459,13.22602474,128
4460,13.22702474,128
4461,13.22802474,128
4462,13.22902474,128
4463,13.23002474,128
4464,13.23102474,128
4465,13.23202474,128
4466,13.23302474,129
4467,13.23402474,129
4468,13.23502474,129
4469,13.23602474,129
4470,13.23702474,129
4471,13.23802474,130
4472,13.23902474,130
4473,13.24002474,130
4474,13.24102474,131
4475,13.24202474,132
4476,13.24302474,132
4477,13.24402474,132
4478,13.24502474,133
4479,13.24602474,133
4480,13.24702474,133
4481,13.24802474,133
4482,13.24902474,133
4483,13.25002474,133
4484,13.25102474,133
4485,13.25202474,133
4486,13.25302474,133
4487,13.25402474,133
4488,13.25502474,133
4489,13.25602474,133
4490,13.25702474,133
4491,13.25802474,133
4492,13.25902474,133
4493,13.26002474,133
4494,13.26102474,133
4495,13.26202474,133
4496,13.26302474,133
4497,13.26402474,133
4498,13.26502474,133
4499,13.26602474,133
4500,13.26702474,133
4501,13.26802474,133
4502,13.26902474,133
4503,13.27002474,133
4504,13.27102474,133
4505,13.27202474,133
4506,13.27302474,133
4507,13.27402474,133
4508,13.27502474,133
4509,13.27602474,133
4510,13.27702474,133
4511,13.27802474,133
4512,13.27902474,133
4513,13.28002474,133
4514,13.28102474,133
4515,13.28202474,133
4516,13.28302474,133
4517,13.28402474,133
4518,13.28502474,133
4519,13.28602474,133
4520,13.28702474,133
4521,13.28802474,133
4522,13.28902474,133
4523,13.29002474,133
4524,13.29102474,133
4525,13.29202474,133
4526,13.29302474,133
4527,13.29402474,133
4528,13.29502474,133
4529,13.29602474,133
4530,13.29702474,133
4531,13.29802474,133
4532,13.29902474,134
4533,13.30002474,134
4534,13.30102474,134
4535,13.30202474,135
4536,13.30302474,135
4537,13.30402474,135
4538,13.30502474,135
4539,13.30602474,135
4540,13.30702474,135
4541,13.30802474,135
4542,13.30902474,135
4543,13.31002474,135
4544,13.31102474,135
4545,13.31202474,135
4546,13.31302474,135
4547,13.31402474,135
4548,13.31502474,135
4549,13.31602474,135
4550,13.31702474,135
4551,13.31802474,135
4552,13.31902474,135
4553,13.32002474,135
4554,13.32102474,135
4555,13.32202474,135
4556,13.32302474,135
4557,13.32402474,135
4558,13.32502474,135
4559,13.32602474,135
4560,13.32702474,135
4561,13.32802474,135
4562,13.32902474,135
4563,13.33002474,135
4564,13.33102474,135
4565,13.33202474,135
4566,13.33302474,135
4567,13.33402474,135
4568,13.33502474,135
4569,13.33602474,135
4570,13.33702474,135
4571,13.33802474,135
4572,13.33902474,135
4573,13.34002474,135
4574,13.34102474,135
4575,13.34202474,135
4576,13.34302474,135
4577,13.34402474,135
4578,13.34502474,135
4579,13.34602474,135
4580,13.34702474,135
4581,13.34802474,135
4582,13.34902474,135
4583,13.35002474,135
4584,13.35102474,135
4585,13.35202474,135
4586,13.35302474,135
4587,13.35402474,135
4588,13.35502474,135
4589,13.35602474,135
4590,13.35702474,135
4591,13.35802474,135
4592,13.35902474,135
4593,13.36002474,135
4594,13.36102474,135
4595,13.36202474,135
4596,13.36302474,135
4597,13.36402474,136
4598,13.36502474,136
4599,13.36602474,136
4600,13.36702474,136
4601,13.36802474,136
4602,13.36902474,136
4603,13.37002474,136
4604,13.37102474,136
4605,13.37202474,136
4606,13.37302474,136
4607,13.37402474,136
4608,13.37502474,136
4609,13.37602474,136
4610,13.37702474,136
4611,13.37802474,136
4612,13.37902474,136
4613,13.38002474,136
4614,13.38102474,136
4615,13.38202474,136
4616,13.38302474,136
4617,13.38402474,136
4618,13.38502474,136
4619,13.38602474,136
4620,13.38702474,136
4621,13.38802474,136
4622,13.38902474,136
4623,13.39002474,136
4624,13.39102474,136
4625,13.39202474,136
4626,13.39302474,136
4627,13.39402474,136
4628,13.39502474,136
4629,13.39602474,136
4630,13.39702474,136
4631,13.39802474,136
4632,13.39902474,136
4633,13.40002474,136
4634,13.40102474,136
4635,13.40202474,136
4636,13.40302474,136
4637,13.40402474,136
4638,13.40502474,136
4639,13.40602474,136
4640,13.40702474,136
4641,13.40802474,136
4642,13.40902474,136
4643,13.41002474,136
4644,13.41102474,136
4645,13.41202474,136
4646,13.41302474,136
4647,13.41402474,136
4648,13.41502474,136
4649,13.41602474,136
4650,13.41702474,136
4651,13.41802474,136
4652,13.41902474,136
4653,13.42002474,136
4654,13.42102474,136
4655,13.42202474,136
4656,13.42302474,136
4657,13.42402474,136
4658,13.42502474,136
4659,13.42602474,136
4660,13.42702474,136
4661,13.42802474,136
4662,13.42902474,140
4663,13.43002474,141
4664,13.43102474,141
4665,13.43202474,141
4666,13.43302474,141
4667,13.43402474,141
4668,13.43502474,141
4669,13.43602474,141
4670,13.43702474,141
4671,13.43802474,141
4672,13.43902474,141
4673,13.44002474,141
4674,13.44102474,141
4675,13.44202474,141
4676,13.44302474,141
4677,13.44402474,141
4678,13.44502474,141
4679,13.44602474,141
4680,13.44702474,141
4681,13.44802474,141
4682,13.44902474,141
4683,13.45002474,141
4684,13.45102474,141
4685,13.45202474,141
4686,13.45302474,141
4687,13.45402474,141
4688,13.45502474,141
4689,13.45602474,141
4690,13.45702474,141
4691,13.45802474,141
4692,13.45902474,141
4693,13.46002474,141
4694,13.46102474,141
4695,13.46202474,141
4696,13.46302474,141
4697,13.46402474,141
4698,13.46502474,141
4699,13.46602474,141
4700,13.46702474,141
4701,13.46802474,141
4702,13.46902474,141
4703,13.47002474,141
4704,13.47102474,141
4705,13.47202474,141
4706,13.47302474,141
4707,13.47402474,141
4708,13.47502474,141
4709,13.47602474,141
4710,13.47702474,141
4711,13.47802474,141
4712,13.47902474,141
4713,13.48002474,141
4714,13.48102474,141
4715,13.48202474,141
4716,13.48302474,141
4717,13.48402474,141
4718,13.48502474,141
4719,13.48602474,141
4720,13.48702474,141
4721,13.48802474,141
4722,13.48902474,141
4723,13.49002474,141
4724,13.49102474,141
4725,13.49202474,141
4726,13.49302474,141
4727,13.49402474,141
4728,13.49502474,141
4729,13.49602474,141
4730,13.49702474,142
4731,13.49802474,143
4732,13.49902474,145
4733,13.50002474,145
4734,13.50102474,146
4735,13.50202474,146
4736,13.50302474,147
4737,13.50402474,148
4738,13.50502474,148
4739,13.50602474,148
4740,13.50702474,148
4741,13.50802474,148
4742,13.50902474,148
4743,13.51002474,148
4744,13.51102474,148
4745,13.51202474,148
4746,13.51302474,148
4747,13.51402474,148
4748,13.51502474,148
4749,13.51602474,148
4750,13.51702474,148
4751,13.51802474,148
4752,13.51902474,148
4753,13.52002474,148
4754,13.52102474,148
4755,13.52202474,148
4756,13.52302474,148
4757,13.52402474,148
4758,13.52502474,148
4759,13.52602474,148
4760,13.52702474,148
4761,13.52802474,148
4762,13.52902474,148
4763,13.53002474,148
4764,13.53102474,148
4765,13.53202474,148
4766,13.53302474,148
4767,13.53402474,148
4768,13.53502474,148
4769,13.53602474,148
4770,13.53702474,148
4771,13.53802474,148
4772,13.53902474,148
4773,13.54002474,148
4774,13.54102474,148
4775,13.54202474,148
4776,13.54302474,148
4777,13.54402474,148
4778,13.54502474,148
4779,13.54602474,148
4780,13.54702474,148
4781,13.54802474,148
4782,13.54902474,148
4783,13.55002474,148
4784,13.55102474,148
4785,13.55202474,148
4786,13.55302474,148
4787,13.55402474,148
4788,13.55502474,148
4789,13.55602474,148
4790,13.55702474,148
4791,13.55802474,148
4792,13.55902474,148
4793,13.56002474,148
4794,13.56102474,148
4795,13.56202474,148
4796,13.56302474,148
4797,13.56402474,148
4798,13.56502474,148
4799,13.56602474,148
4800,13.56702474,148
4801,13.56802474,148
4802,13.56902474,148
4803,13.57002474,148
4804,13.57102474,148
4805,13.57202474,148
4806,13.57302474,151
4807,13.57402474,152
4808,13.57502474,153
4809,13.57602474,153
4810,13.57702474,153
4811,13.57802474,153
4812,13.57902474,153
4813,13.58002474,153
4814,13.58102474,153
4815,13.58202474,153
4816,13.58302474,153
4817,13.58402474,153
4818,13.58502474,153
4819,13.58602474,153
4820,13.58702474,153
4821,13.58802474,153
4822,13.58902474,153
4823,13.59002474,153
4824,13.59102474,153
4825,13.59202474,153
4826,13.59302474,153
4827,13.59402474,153
4828,13.59502474,153
4829,13.59602474,153
4830,13.59702474,153
4831,13.59802474,153
4832,13.59902474,153
4833,13.60002474,153
4834,13.60102474,153
4835,13.60202474,153
4836,13.60302474,153
4837,13.60402474,153
4838,13.60502474,153
4839,13.60602474,153
4840,13.60702474,153
4841,13.60802474,153
4842,13.60902474,153
4843,13.61002474,153
4844,13.61102474,153
4845,13.61202474,153
4846,13.61302474,153
4847,13.61402474,153
4848,13.61502474,153
4849,13.61602474,153
4850,13.61702474,153
4851,13.61802474,153
4852,13.61902474,153
4853,13.62002474,153
4854,13.62102474,153
4855,13.62202474,153
4856,13.62302474,153
4857,13.62402474,153
4858,13.62502474,153
4859,13.62602474,153
4860,13.62702474,153
4861,13.62802474,153
4862,13.62902474,153
4863,13.63002474,153
4864,13.63102474,153
4865,13.63202474,153
4866,13.63302474,153
4867,13.63402474,153
4868,13.63502474,153
4869,13.63602474,153
4870,13.63702474,153
4871,13.63802474,153
4872,13.63902474,153
4873,13.64002474,153
4874,13.64102474,153
4875,13.64202474,153
4876,13.64302474,153
4877,13.64402474,153
4878,13.64502474,153
4879,13.64602474,153
4880,13.64702474,153
4881,13.64802474,153
4882,13.64902474,153
4883,13.65002474,154
4884,13.65102474,154
4885,13.65202474,154
4886,13.65302474,154
4887,13.65402474,154
4888,13.65502474,156
4889,13.65602474,156
4890,13.65702474,158
4891,13.65802474,158
4892,13.65902474,158
4893,13.66002474,158
4894,13.66102474,158
4895,13.66202474,158
4896,13.66302474,158
4897,13.66402474,158
4898,13.66502474,158
4899,13.66602474,158
4900,13.66702474,158
4901,13.66802474,158
4902,13.66902474,158
4903,13.67002474,158
4904,13.67102474,158
4905,13.67202474,158
4906,13.67302474,158
4907,13.67402474,158
4908,13.67502474,158
4909,13.67602474,158
4910,13.67702474,158
4911,13.67802474,158
4912,13.67902474,158
4913,13.68002474,158
4914,13.68102474,158
4915,13.68202474,158
4916,13.68302474,158
4917,13.68402474,158
4918,13.68502474,158
4919,13.68602474,158
4920,13.68702474,158
4921,13.68802474,158
4922,13.68902474,158
4923,13.69002474,158
4924,13.69102474,158
4925,13.69202474,158
4926,13.69302474,158
4927,13.69402474,158
4928,13.69502474,158
4929,13.69602474,158
4930,13.69702474,158
4931,13.69802474,158
4932,13.69902474,158
4933,13.70002474,158
4934,13.70102474,158
4935,13.70202474,158
4936,13.70302474,158
4937,13.70402474,158
4938,13.70502474,158
4939,13.70602474,158
4940,13.70702474,158
4941,13.70802474,158
4942,13.70902474,158
4943,13.71002474,158
4944,13.71102474,158
4945,13.71202474,158
4946,13.71302474,158
4947,13.71402474,158
4948,13.71502474,158
4949,13.71602474,158
4950,13.71702474,158
4951,13.71802474,158
4952,13.71902474,158
4953,13.72002474,158
4954,13.72102474,158
4955,13.72202474,158
4956,13.72302474,158
4957,13.72402474,158
4958,13.72502474,158
4959,13.72602474,158
4960,13.72702474,158
4961,13.72802474,158
4962,13.72902474,158
4963,13.73002474,158
4964,13.73102474,158
4965,13.73202474,158
4966,13.73302474,158
4967,13.73402474,158
4968,13.73502474,158
4969,13.73602474,158
4970,13.73702474,158
4971,13.73802474,158
4972,13.73902474,158
4973,13.74002474,158
4974,13.74102474,159
4975,13.74202474,161
4976,13.74302474,162
4977,13.74402474,163
4978,13.74502474,163
4979,13.74602474,164
4980,13.74702474,164
4981,13.74802474,164
4982,13.74902474,164
4983,13.75002474,164
4984,13.75102474,164
4985,13.75202474,164
4986,13.75302474,164
4987,13.75402474,164
4988,13.75502474,164
4989,13.75602474,164
4990,13.75702474,164
4991,13.75802474,164
4992,13.75902474,164
4993,13.76002474,164
4994,13.76102474,164
4995,13.76202474,164
4996,13.76302474,164
4997,13.76402474,164
4998,13.76502474,164
4999,13.76602474,164
5000,13.76702474,164
5001,13.76802474,164
5002,13.76902474,164
5003,13.77002474,164
5004,13.77102474,164
5005,13.77202474,164
5006,13.77302474,164
5007,13.77402474,164
5008,13.77502474,164
5009,13.77602474,164
5010,13.77702474,164
5011,13.77802474,164
5012,13.77902474,164
5013,13.78002474,164
5014,13.78102474,164
5015,13.78202474,164
5016,13.78302474,164
5017,13.78402474,164
5018,13.78502474,164
5019,13.78602474,164
5020,13.78702474,164
5021,13.78802474,164
5022,13.78902474,164
5023,13.79002474,164
5024,13.79102474,164
5025,13.79202474,164
5026,13.79302474,164
5027,13.79402474,164
5028,13.79502474,164
5029,13.79602474,164
5030,13.79702474,164
5031,13.79802474,164
5032,13.79902474,164
5033,13.80002474,164
5034,13.80102474,164
5035,13.80202474,164
5036,13.80302474,164
5037,13.80402474,164
5038,13.80502474,164
5039,13.80602474,164
5040,13.80702474,164
5041,13.80802474,164
5042,13.80902474,164
5043,13.81002474,164
5044,13.81102474,164
5045,13.81202474,164
5046,13.81302474,164
5047,13.81402474,164
5048,13.81502474,164
5049,13.81602474,164
5050,13.81702474,164
5051,13.81802474,164
5052,13.81902474,164
5053,13.82002474,164
5054,13.82102474,164
5055,13.82202474,164
5056,13.82302474,164
5057,13.82402474,164
5058,13.82502474,164
5059,13.82602474,164
5060,13.82702474,164
5061,13.82802474,164
5062,13.82902474,164
5063,13.83002474,164
5064,13.83102474,164
5065,13.83202474,164
5066,13.83302474,164
5067,13.83402474,164
5068,13.83502474,164
5069,13.83602474,166
5070,13.83702474,168
5071,13.83802474,168
5072,13.83902474,171
5073,13.84002474,172
5074,13.84102474,172
5075,13.84202474,172
5076,13.84302474,172
5077,13.84402474,172
5078,13.84502474,172
5079,13.84602474,172
5080,13.84702474,172
5081,13.84802474,172
5082,13.84902474,172
5083,13.85002474,172
5084,13.85102474,172
5085,13.85202474,172
5086,13.85302474,172
5087,13.85402474,172
5088,13.85502474,172
5089,13.85602474,172
5090,13.85702474,172
5091,13.85802474,172
5092,13.85902474,172
5093,13.86002474,172
5094,13.86102474,172
5095,13.86202474,172
5096,13.86302474,172
5097,13.86402474,172
5098,13.86502474,172
5099,13.86602474,172
5100,13.86702474,172
5101,13.86802474,172
5102,13.86902474,172
5103,13.87002474,172
5104,13.87102474,172
5105,13.87202474,172
5106,13.87302474,172
5107,13.87402474,172
5108,13.87502474,172
5109,13.87602474,172
5110,13.87702474,172
5111,13.87802474,172
5112,13.87902474,172
5113,13.88002474,172
5114,13.88102474,172
5115,13.88202474,172
5116,13.88302474,172
5117,13.88402474,172
5118,13.88502474,172
5119,13.88602474,172
5120,13.88702474,172
5121,13.88802474,172
5122,13.88902474,172
5123,13.89002474,172
5124,13.89102474,172
5125,13.89202474,172
5126,13.89302474,172
5127,13.89402474,172
5128,13.89502474,172
5129,13.89602474,172
5130,13.89702474,172
5131,13.89802474,172
5132,13.89902474,172
5133,13.90002474,172
5134,13.90102474,172
5135,13.90202474,172
5136,13.90302474,172
5137,13.90402474,172
5138,13.90502474,172
5139,13.90602474,172
5140,13.90702474,172
5141,13.90802474,172
5142,13.90902474,172
5143,13.91002474,172
5144,13.91102474,172
5145,13.91202474,172
5146,13.91302474,172
5147,13.91402474,172
5148,13.91502474,172
5149,13.91602474,172
5150,13.91702474,172
5151,13.91802474,172
5152,13.91902474,172
5153,13.92002474,172
5154,13.92102474,172
5155,13.92202474,172
5156,13.92302474,172
5157,13.92402474,172
5158,13.92502474,172
5159,13.92602474,172
5160,13.92702474,172
5161,13.92802474,172
